hour_of_crash,sex,age
21,Female,1
19,Male,30
19,Male,63
19,Female,69
17,Female,23
23,Male,43
20,Female,19
10,Male,58
99,Male,34
4,Male,24
7,Female,76
18,Female,48
23,Female,55
21,Female,32
8,Male,30
22,Male,998
17,Female,82
17,Male,3
99,Male,36
20,Male,23
20,Female,50
19,Male,25
23,Male,22
11,Male,21
17,Male,35
1,Male,27
13,Male,52
22,Male,19
5,Male,27
19,Female,73
19,Female,58
8,Female,77
10,Male,24
21,Female,44
17,Male,23
8,Female,11
20,Male,65
20,Female,37
4,Male,79
20,Female,41
7,Male,59
19,Female,52
15,Male,58
6,Male,64
4,Male,29
19,Male,24
23,Female,75
22,Male,57
18,Female,3
14,Female,2
7,Female,65
5,Male,54
2,Male,37
20,Male,56
23,Female,25
17,Female,36
1,Male,40
18,Male,9
0,Male,37
4,Male,54
8,Male,69
6,Male,59
21,Female,58
22,Male,35
23,Male,52
22,Male,46
21,Female,37
22,Male,31
13,Male,56
17,Male,55
8,Female,81
23,Male,13
15,Male,58
2,Female,4
20,Male,23
21,Male,41
3,Female,19
19,Female,32
13,Male,84
20,Male,60
14,Male,91
7,Male,26
14,Male,78
21,Male,54
16,Male,53
18,Male,39
0,Male,19
20,Female,69
22,Female,42
14,Female,28
6,Male,53
17,Female,59
0,Male,27
20,Male,18
6,Female,21
22,Male,53
21,Male,58
16,Female,71
21,Male,40
16,Male,74
4,Female,23
15,Male,2
17,Male,59
2,Female,33
22,Female,36
21,Male,53
22,Male,22
17,Male,54
22,Female,56
4,Male,58
18,Male,78
5,Male,63
17,Male,53
21,Female,87
13,Female,18
13,Female,73
20,Male,51
20,Male,56
18,Female,64
21,Female,67
21,Male,38
18,Male,69
19,Male,32
1,Male,18
13,Female,66
23,Male,62
0,Female,43
0,Male,20
10,Male,27
18,Male,15
15,Male,64
8,Male,88
15,Female,75
23,Male,47
21,Male,21
12,Female,85
16,Female,4
20,Male,77
12,Male,17
17,Female,76
16,Male,56
99,Male,64
15,Male,82
4,Male,33
0,Male,32
21,Male,23
2,Male,46
2,Male,48
11,Female,31
17,Male,57
99,Male,41
1,Male,55
21,Male,45
5,Male,51
6,Male,54
18,Female,28
21,Male,45
3,Male,33
5,Male,34
20,Female,18
21,Female,50
4,Female,45
2,Female,32
23,Female,35
4,Male,76
18,Male,36
15,Female,52
14,Female,43
22,Male,49
10,Male,73
20,Male,43
19,Female,18
16,Male,64
2,Female,20
4,Male,40
18,Female,68
6,Male,61
6,Female,26
15,Male,48
2,Male,18
2,Male,17
18,Female,48
9,Male,48
21,Male,50
0,Female,43
18,Male,51
21,Male,62
16,Male,0
19,Male,54
15,Male,11
6,Female,16
17,Female,12
6,Male,63
4,Male,47
20,Male,46
16,Male,80
17,Female,50
22,Male,59
23,Male,55
18,Female,75
14,Male,67
5,Male,61
7,Male,44
14,Male,47
19,Male,57
22,Female,55
6,Male,61
22,Female,19
21,Female,54
22,Female,63
22,Male,51
5,Male,998
7,Female,58
5,Male,57
20,Male,54
10,Male,65
17,Male,75
23,Male,48
1,Female,58
6,Female,27
12,Male,52
20,Female,32
20,Male,22
18,Female,87
1,Male,23
16,Female,1
18,Male,65
9,Female,61
16,Female,50
18,Male,42
6,Male,82
16,Male,59
19,Male,60
19,Male,65
18,Female,77
6,Male,66
3,Male,25
9,Male,53
13,Male,60
5,Male,66
17,Male,55
23,Male,46
14,Male,79
23,Male,54
19,Female,12
10,Male,34
16,Male,25
3,Female,72
18,Male,59
16,Male,29
17,Male,66
20,Female,3
19,Male,59
23,Female,18
3,Male,50
19,Female,41
2,Male,27
2,Female,54
10,Male,62
3,Male,28
22,Male,43
11,Male,22
9,Female,82
17,Male,46
20,Female,77
19,Male,79
18,Male,68
20,Male,25
19,Male,65
4,Male,33
9,Female,3
20,Female,58
10,Male,93
23,Male,34
21,Male,55
21,Female,58
4,Male,30
3,Male,44
17,Female,58
21,Male,35
19,Male,34
0,Male,73
5,Female,60
18,Male,56
19,Female,15
1,Male,27
10,Female,72
15,Male,78
3,Male,39
4,Male,33
11,Male,50
8,Female,19
22,Male,999
23,Male,24
13,Male,54
15,Male,61
20,Female,38
6,Male,37
0,Male,22
23,Male,62
19,Male,29
17,Male,62
17,Female,11
20,Male,21
22,Male,49
20,Female,52
19,Male,14
18,Female,37
18,Female,61
8,Male,69
6,Male,39
8,Male,40
21,Male,31
6,Male,78
0,Female,56
15,Female,7
23,Male,49
0,Male,67
14,Male,35
20,Male,51
20,Male,68
20,Female,71
10,Male,90
3,Female,26
23,Female,46
22,Male,36
16,Male,76
23,Male,21
5,Male,29
20,Female,72
3,Male,21
0,Male,26
18,Male,60
19,Male,61
21,Male,83
9,Male,55
14,Male,68
20,Male,48
22,Male,45
18,Female,18
23,Male,37
16,Male,58
13,Male,55
7,Male,16
0,Male,17
99,Male,53
20,Male,49
15,Male,37
0,Male,71
6,Female,47
0,Male,54
6,Male,60
22,Male,46
5,Male,29
20,Male,60
6,Female,50
4,Female,51
17,Male,62
17,Female,76
0,Male,48
20,Female,45
3,Male,35
18,Male,64
10,Male,69
5,Female,25
20,Unknown,999
19,Male,73
4,Male,32
13,Male,59
6,Male,60
10,Male,78
15,Male,1
9,Female,33
19,Male,81
17,Male,25
18,Male,73
7,Male,26
7,Female,84
1,Male,41
13,Male,30
17,Male,74
17,Female,44
17,Female,84
17,Male,59
8,Male,53
20,Male,41
20,Male,39
17,Male,78
3,Male,22
1,Female,54
6,Male,14
21,Male,24
23,Male,23
2,Male,44
14,Female,45
0,Male,27
20,Male,70
20,Female,58
23,Male,28
22,Female,35
21,Female,58
18,Male,60
2,Male,16
5,Male,41
22,Female,35
17,Male,17
6,Male,11
18,Male,36
6,Male,30
7,Female,81
4,Male,30
16,Male,92
4,Male,24
14,Male,47
6,Male,48
14,Male,16
6,Female,68
0,Male,37
17,Male,38
0,Male,34
0,Male,30
14,Female,54
20,Female,59
19,Female,55
21,Male,34
12,Male,10
19,Female,50
3,Female,51
21,Female,44
18,Male,42
21,Male,69
5,Male,61
15,Male,3
0,Male,50
2,Male,52
4,Male,48
18,Male,90
21,Male,60
4,Female,999
19,Male,21
9,Female,81
20,Male,55
99,Male,68
5,Female,39
17,Male,70
20,Male,42
4,Female,42
23,Female,44
22,Female,52
4,Male,22
1,Male,56
20,Male,77
23,Female,36
10,Male,55
17,Female,31
0,Male,45
23,Male,56
1,Male,74
10,Male,33
16,Male,6
21,Male,62
20,Female,23
16,Female,47
4,Male,54
1,Male,18
6,Male,78
17,Female,64
18,Male,34
21,Male,56
99,Male,58
4,Male,50
9,Female,68
12,Male,24
22,Male,33
6,Female,29
18,Male,25
0,Male,58
16,Male,58
21,Female,45
1,Male,41
2,Female,49
20,Male,28
21,Female,23
23,Male,55
18,Female,76
18,Female,39
0,Male,49
19,Male,29
9,Male,66
3,Male,56
22,Male,18
19,Male,2
16,Female,57
20,Male,26
9,Male,21
21,Female,2
20,Male,71
1,Male,35
6,Male,79
0,Female,63
0,Male,24
22,Male,34
20,Female,50
9,Male,43
17,Male,24
6,Male,20
19,Male,49
22,Male,42
12,Male,71
22,Male,31
22,Male,18
21,Male,55
6,Male,72
20,Male,21
0,Male,19
18,Male,28
23,Male,57
17,Male,32
19,Male,53
7,Male,59
0,Male,52
21,Male,37
17,Male,20
4,Female,28
17,Male,64
21,Male,20
21,Female,59
18,Female,37
17,Female,59
3,Male,65
23,Male,21
20,Male,69
21,Female,16
22,Male,17
2,Male,29
22,Male,72
22,Female,60
17,Female,20
19,Male,76
2,Male,59
3,Female,40
23,Male,19
21,Male,62
12,Male,72
17,Female,12
0,Female,37
21,Male,37
0,Female,23
19,Female,1
1,Male,38
18,Male,51
23,Male,52
20,Male,26
20,Female,59
20,Female,2
4,Male,21
14,Female,83
20,Female,43
7,Female,45
19,Male,69
3,Female,44
19,Male,75
11,Female,78
4,Male,45
10,Male,52
9,Male,49
20,Male,76
17,Male,60
18,Male,60
6,Male,65
19,Female,42
19,Male,25
12,Female,67
19,Male,48
21,Male,34
20,Male,52
21,Female,54
9,Male,67
13,Female,92
0,Female,16
13,Male,43
13,Female,53
3,Male,23
18,Male,52
23,Male,60
18,Male,65
19,Female,57
18,Male,66
2,Male,28
21,Male,49
7,Male,51
8,Male,0
3,Female,19
17,Female,78
19,Female,48
2,Male,22
4,Male,83
17,Male,10
21,Male,59
15,Male,61
15,Male,63
13,Male,82
0,Male,20
6,Female,66
22,Female,54
6,Male,55
22,Male,40
21,Male,35
9,Female,50
19,Male,35
21,Male,24
22,Male,19
16,Female,8
6,Male,78
99,Male,61
19,Male,43
18,Female,78
22,Female,50
6,Male,58
5,Female,65
21,Male,32
3,Male,41
21,Male,14
1,Male,27
12,Male,24
20,Female,45
11,Male,74
22,Male,44
15,Male,16
1,Male,54
19,Male,68
20,Male,28
18,Male,66
1,Female,46
5,Female,57
18,Male,44
18,Female,70
21,Male,26
11,Male,83
19,Male,24
23,Female,25
0,Female,32
9,Male,36
18,Male,39
7,Female,29
6,Male,31
13,Male,50
21,Male,47
17,Male,40
17,Female,32
22,Male,39
1,Male,86
20,Male,63
23,Male,68
23,Male,61
20,Male,53
3,Male,30
22,Male,51
0,Male,37
8,Male,75
3,Male,40
16,Male,52
22,Male,48
22,Male,47
5,Male,39
23,Male,60
22,Male,63
19,Male,68
3,Male,47
5,Male,70
9,Female,69
15,Female,87
6,Male,47
20,Male,42
22,Male,58
20,Male,55
17,Female,57
20,Female,53
23,Female,20
22,Male,60
13,Male,50
8,Male,63
23,Female,52
21,Male,48
8,Female,70
7,Female,26
19,Male,64
23,Male,45
22,Male,29
22,Female,39
19,Female,57
5,Female,80
17,Female,47
21,Male,59
0,Male,18
21,Male,34
7,Male,15
18,Female,42
23,Female,60
8,Male,75
3,Male,25
3,Male,33
4,Male,41
22,Male,39
22,Female,58
17,Female,69
6,Male,79
13,Female,11
5,Male,51
22,Male,44
6,Male,69
10,Male,59
5,Male,19
23,Male,29
19,Male,48
17,Male,19
21,Male,45
9,Female,58
0,Male,45
2,Male,14
21,Male,47
3,Male,24
4,Male,43
2,Male,19
0,Female,34
1,Male,48
11,Male,51
17,Male,55
22,Male,67
19,Male,56
16,Female,67
15,Male,77
5,Male,73
7,Female,55
3,Male,32
17,Male,45
17,Male,5
5,Male,68
20,Male,31
10,Male,81
18,Male,30
19,Female,60
5,Male,72
19,Female,3
7,Female,70
17,Male,39
20,Male,67
3,Male,22
20,Female,30
11,Female,19
18,Male,55
0,Male,25
23,Male,85
19,Male,57
21,Male,54
7,Male,55
10,Male,62
3,Male,22
14,Female,11
20,Male,20
21,Male,28
21,Male,54
18,Male,27
0,Female,52
20,Male,45
0,Male,34
19,Female,10
19,Female,57
8,Male,79
9,Male,78
13,Male,84
1,Female,36
19,Male,59
16,Female,53
15,Male,80
22,Male,41
21,Female,48
22,Male,29
16,Female,92
20,Not Reported,998
21,Male,56
16,Female,75
11,Female,79
19,Female,14
21,Female,40
22,Female,22
17,Male,1
14,Male,62
8,Male,42
21,Male,51
23,Male,18
20,Male,22
13,Male,71
23,Male,52
22,Male,25
20,Male,69
3,Female,26
3,Male,35
8,Male,36
2,Male,24
6,Female,58
19,Female,61
22,Male,39
12,Male,63
22,Male,25
23,Male,69
5,Female,28
20,Female,13
19,Female,4
12,Male,57
3,Male,63
20,Male,46
22,Male,21
20,Female,77
7,Female,52
19,Male,36
20,Male,60
17,Female,65
12,Female,64
21,Male,55
2,Male,52
4,Male,31
7,Male,76
21,Male,53
21,Male,66
23,Male,26
20,Male,73
5,Male,25
22,Male,52
4,Male,48
8,Male,40
1,Male,24
21,Male,67
22,Male,59
6,Male,51
18,Male,90
19,Male,81
23,Male,28
20,Male,38
2,Female,22
22,Male,47
11,Male,60
20,Female,32
4,Male,17
0,Female,39
20,Male,53
12,Male,51
17,Female,78
21,Female,69
16,Male,41
19,Female,35
23,Male,54
23,Male,27
3,Male,25
3,Male,28
22,Male,36
23,Male,20
21,Male,63
3,Male,19
21,Male,60
4,Female,27
1,Male,40
3,Female,33
22,Male,48
20,Male,52
22,Male,65
21,Male,33
21,Male,71
17,Female,29
21,Male,55
22,Female,42
3,Male,28
18,Male,7
6,Female,74
6,Female,46
20,Male,55
11,Male,60
23,Male,51
17,Male,57
4,Female,53
19,Male,8
6,Female,58
11,Male,63
19,Male,56
9,Male,31
6,Male,78
19,Male,56
23,Male,38
21,Male,22
22,Female,75
20,Female,51
17,Male,20
20,Male,60
2,Male,40
1,Male,31
17,Male,88
22,Male,19
21,Male,56
18,Male,59
14,Male,64
7,Male,78
8,Male,31
2,Female,51
0,Male,49
23,Female,41
16,Female,56
19,Male,32
5,Male,25
17,Male,63
13,Female,83
12,Male,32
20,Male,75
6,Male,59
16,Male,69
0,Male,26
21,Male,23
7,Male,58
14,Unknown,998
4,Male,31
13,Male,25
16,Male,10
18,Male,20
0,Male,42
7,Male,15
21,Female,58
0,Male,62
19,Male,52
22,Female,31
0,Male,54
6,Female,23
18,Female,75
21,Female,48
16,Male,11
21,Male,48
1,Male,42
5,Male,45
2,Male,60
21,Male,70
16,Male,25
21,Male,59
3,Female,43
13,Female,25
21,Female,50
19,Male,18
1,Male,34
22,Male,18
22,Female,18
5,Male,55
1,Male,19
9,Male,71
7,Female,66
22,Male,57
19,Female,43
9,Male,23
17,Male,51
17,Male,61
19,Male,78
2,Male,31
22,Female,53
21,Male,23
19,Male,84
11,Female,6
20,Male,58
19,Female,45
3,Male,40
23,Female,54
4,Female,32
21,Female,0
6,Female,48
5,Female,55
12,Male,50
14,Female,81
5,Female,25
2,Male,32
19,Male,69
9,Male,69
19,Female,59
19,Male,65
2,Male,62
11,Male,39
22,Female,25
12,Male,6
14,Male,64
19,Male,16
19,Male,70
1,Male,23
5,Male,73
19,Male,33
21,Female,21
3,Male,64
9,Male,35
19,Female,87
11,Male,77
18,Male,72
5,Male,91
21,Female,39
22,Male,60
12,Male,50
19,Male,39
19,Male,68
21,Male,28
6,Female,25
19,Female,53
0,Male,56
20,Female,33
9,Female,53
15,Male,89
2,Male,25
14,Male,59
19,Male,68
18,Male,24
11,Female,74
0,Male,79
22,Male,68
20,Female,50
20,Male,31
16,Male,1
17,Male,69
19,Female,67
21,Male,16
20,Male,61
21,Male,91
23,Male,39
19,Female,38
8,Female,93
1,Male,54
3,Female,19
20,Male,8
7,Male,70
17,Female,68
21,Male,25
3,Female,48
23,Male,66
20,Male,26
21,Male,13
19,Male,80
17,Male,42
5,Male,56
22,Female,55
0,Male,50
0,Male,57
18,Male,53
22,Male,78
9,Male,52
18,Female,83
19,Male,75
4,Male,63
6,Male,71
19,Male,27
19,Male,74
4,Male,34
23,Female,35
18,Male,57
6,Male,31
6,Male,19
13,Male,81
19,Male,25
20,Female,73
20,Male,54
20,Female,23
22,Female,21
6,Female,54
19,Male,50
9,Unknown,999
23,Male,61
6,Male,74
22,Male,42
6,Male,47
1,Male,58
23,Male,28
22,Male,32
22,Male,53
23,Female,35
23,Female,48
19,Male,54
20,Male,15
21,Female,68
20,Female,50
19,Female,42
18,Male,50
12,Male,63
23,Male,25
20,Male,60
17,Male,80
6,Male,63
20,Male,23
18,Male,59
23,Female,20
1,Male,56
14,Male,14
19,Male,48
20,Female,29
8,Male,73
0,Male,21
2,Male,81
23,Female,48
5,Female,30
21,Male,999
15,Female,85
23,Unknown,38
23,Male,56
21,Female,32
23,Male,33
7,Female,6
1,Female,22
20,Male,23
20,Male,69
19,Female,46
20,Male,59
22,Male,52
3,Male,38
23,Male,79
15,Male,69
7,Female,26
21,Male,29
23,Male,53
20,Male,26
17,Male,4
20,Female,26
22,Male,17
11,Female,31
20,Female,70
18,Male,54
20,Male,62
20,Male,3
20,Female,38
20,Female,45
19,Female,57
22,Female,64
23,Male,49
20,Male,42
18,Male,85
7,Female,32
13,Male,43
23,Male,60
14,Male,68
21,Male,32
2,Male,24
22,Female,53
2,Male,16
19,Female,77
13,Female,29
2,Male,48
21,Male,29
21,Male,52
21,Female,47
0,Male,67
21,Male,55
18,Male,54
16,Male,61
7,Female,63
11,Female,62
8,Male,75
22,Male,85
0,Male,52
22,Male,65
19,Male,58
5,Female,44
17,Female,64
8,Male,66
2,Male,22
22,Male,52
10,Male,88
13,Female,60
9,Male,41
18,Male,77
9,Male,22
0,Female,999
16,Female,67
15,Male,22
19,Male,16
5,Female,35
20,Male,21
20,Male,61
23,Male,87
20,Male,78
18,Male,37
17,Male,13
17,Male,15
18,Male,60
20,Male,86
19,Female,14
22,Female,56
22,Male,61
10,Female,5
19,Male,75
0,Male,26
22,Female,13
12,Male,64
18,Female,58
6,Male,70
22,Male,52
19,Male,64
22,Male,50
17,Male,35
5,Male,65
22,Male,42
19,Male,58
20,Female,63
16,Male,61
19,Male,59
6,Male,20
3,Male,54
3,Male,16
20,Female,57
9,Female,20
1,Male,34
20,Male,35
16,Male,26
21,Male,18
20,Female,29
11,Male,84
20,Male,48
23,Male,57
6,Male,64
22,Male,20
0,Male,59
21,Male,62
20,Male,69
0,Male,42
22,Female,21
18,Male,40
7,Male,70
12,Female,61
13,Female,56
18,Male,78
0,Male,23
19,Male,64
8,Male,59
19,Male,73
12,Male,54
22,Male,40
8,Male,73
18,Female,53
20,Female,16
5,Female,58
3,Female,58
19,Male,50
23,Male,52
0,Male,66
22,Male,64
22,Female,63
2,Male,43
6,Male,36
20,Male,22
23,Female,25
1,Male,27
20,Male,19
16,Female,57
19,Male,46
18,Male,53
0,Male,56
8,Male,5
19,Male,46
23,Male,64
21,Male,88
20,Male,46
22,Male,74
18,Male,38
2,Male,53
17,Female,70
19,Male,63
4,Male,12
18,Male,62
21,Female,32
19,Male,69
15,Male,32
5,Male,28
0,Male,29
6,Male,61
13,Female,2
22,Male,60
23,Male,37
1,Male,31
22,Male,61
5,Male,60
22,Male,24
21,Unknown,998
5,Male,40
17,Female,48
1,Male,56
9,Male,81
4,Male,74
21,Male,43
9,Female,50
21,Male,62
18,Male,65
22,Male,33
20,Female,4
1,Male,38
19,Female,63
9,Male,72
4,Female,20
22,Male,33
17,Female,1
6,Female,26
12,Male,5
7,Male,32
6,Male,82
22,Male,38
16,Female,54
10,Female,63
18,Male,93
2,Male,43
4,Male,20
2,Male,19
21,Male,21
17,Female,72
13,Male,35
17,Male,29
20,Male,51
18,Male,61
5,Male,60
9,Female,40
22,Male,65
22,Male,58
20,Male,59
21,Male,65
15,Male,85
20,Female,17
18,Female,83
21,Male,53
19,Male,77
17,Male,62
2,Male,54
1,Female,56
13,Male,49
14,Male,73
1,Female,67
13,Male,52
0,Female,32
18,Male,69
19,Male,26
17,Male,57
3,Male,44
2,Male,56
23,Male,18
20,Male,65
0,Female,71
5,Male,32
5,Male,82
14,Male,14
19,Female,5
7,Male,59
5,Male,34
19,Male,51
19,Male,62
11,Female,32
18,Male,55
17,Female,38
4,Male,82
20,Male,63
23,Male,43
16,Male,79
17,Female,38
17,Male,83
4,Male,43
5,Male,70
16,Male,13
22,Male,26
10,Male,48
20,Male,18
18,Female,41
16,Male,47
23,Male,20
4,Male,25
11,Female,1
22,Male,32
17,Male,47
21,Male,55
18,Female,70
5,Male,52
2,Male,32
2,Male,29
12,Male,51
3,Female,18
2,Female,31
11,Male,28
21,Female,64
21,Male,59
20,Male,48
20,Male,9
3,Male,16
21,Male,58
21,Male,51
5,Female,31
20,Female,3
4,Male,64
18,Male,51
14,Female,16
7,Female,18
18,Female,65
23,Male,40
0,Male,54
6,Male,40
0,Male,39
23,Male,25
5,Male,20
19,Male,43
18,Male,26
21,Male,57
20,Male,54
10,Male,62
22,Male,29
4,Female,76
18,Male,41
19,Male,998
23,Male,57
19,Female,50
22,Male,63
17,Female,35
11,Female,11
17,Male,90
19,Male,48
22,Male,55
23,Female,60
22,Female,48
18,Female,51
19,Male,47
21,Male,34
14,Female,29
9,Female,88
22,Male,31
0,Male,29
21,Female,34
0,Male,53
16,Male,101
19,Unknown,998
7,Male,58
3,Male,44
21,Male,34
21,Male,59
5,Male,22
3,Female,23
2,Male,41
6,Female,54
23,Male,70
23,Female,30
10,Male,49
22,Male,54
20,Male,4
23,Male,52
21,Female,26
2,Male,58
15,Female,54
2,Male,36
16,Male,2
8,Male,71
19,Male,58
16,Female,1
23,Male,55
12,Female,61
21,Male,38
12,Male,53
19,Male,15
21,Male,49
18,Male,62
20,Male,58
23,Female,52
21,Female,14
22,Male,59
23,Male,20
13,Female,56
20,Male,61
0,Male,18
7,Male,41
10,Male,58
13,Female,50
23,Female,64
6,Male,15
20,Female,31
20,Male,47
19,Female,7
19,Male,63
6,Male,38
21,Male,21
22,Male,45
4,Male,76
21,Male,16
0,Male,56
13,Female,27
13,Male,81
14,Male,61
19,Male,37
0,Female,16
19,Male,74
22,Male,51
1,Male,32
5,Male,26
8,Male,34
2,Male,29
20,Male,42
16,Female,62
3,Male,38
5,Male,39
10,Male,65
19,Female,25
9,Female,37
4,Female,52
2,Male,48
19,Female,53
2,Female,65
22,Male,63
8,Male,43
20,Female,65
17,Male,52
23,Male,57
22,Male,56
20,Male,57
20,Female,66
20,Female,68
6,Male,75
23,Female,52
3,Male,70
18,Male,54
0,Male,19
22,Male,54
7,Male,50
18,Male,56
20,Male,65
16,Male,63
23,Male,20
1,Male,51
99,Female,26
1,Male,44
7,Male,74
16,Male,40
17,Male,23
10,Male,60
7,Male,52
18,Male,43
17,Male,26
20,Male,30
23,Female,13
23,Male,48
15,Male,80
2,Female,26
9,Male,58
16,Male,56
10,Male,64
19,Male,23
15,Male,59
23,Male,58
22,Male,63
22,Male,16
21,Male,65
10,Male,71
2,Female,61
6,Male,88
18,Female,47
21,Male,80
20,Male,59
15,Female,72
5,Male,25
6,Male,52
14,Male,19
23,Female,33
2,Male,34
13,Male,82
4,Male,67
16,Female,95
22,Male,34
18,Male,65
5,Male,27
21,Male,50
20,Male,53
21,Male,24
22,Male,78
7,Female,60
19,Male,19
20,Male,51
18,Male,53
6,Male,91
17,Male,45
23,Female,63
6,Male,45
17,Male,65
12,Male,30
1,Male,53
5,Male,21
17,Female,13
5,Male,53
23,Male,51
19,Male,86
20,Male,59
19,Male,57
13,Male,15
11,Male,60
18,Female,82
18,Male,75
21,Male,81
16,Male,91
18,Male,42
23,Male,80
16,Female,9
15,Male,79
16,Female,89
20,Male,64
22,Male,60
2,Male,45
20,Female,39
4,Male,41
16,Male,24
19,Male,61
21,Male,41
0,Male,22
1,Male,41
1,Male,51
20,Male,57
5,Male,39
23,Male,48
13,Male,60
22,Male,29
22,Male,29
5,Male,58
21,Male,16
23,Male,60
99,Male,28
14,Male,60
0,Male,16
20,Male,65
6,Unknown,998
19,Female,43
7,Male,43
21,Female,28
19,Male,54
3,Male,27
18,Female,49
22,Male,57
0,Female,31
19,Male,48
20,Female,13
23,Male,71
18,Male,10
16,Female,46
3,Male,46
4,Female,55
19,Male,54
20,Female,50
20,Male,21
0,Female,43
16,Female,68
7,Male,54
23,Male,28
21,Female,18
3,Male,35
13,Male,50
19,Female,24
16,Male,13
22,Female,49
23,Male,53
4,Male,41
19,Male,54
15,Female,37
22,Female,47
21,Male,59
13,Male,58
18,Female,85
20,Male,62
11,Male,41
16,Male,51
20,Male,58
0,Male,28
17,Male,71
23,Male,62
4,Female,77
12,Female,26
22,Male,999
11,Male,43
20,Male,33
15,Male,67
10,Male,92
6,Male,83
13,Male,57
18,Female,56
18,Female,50
16,Male,5
18,Male,76
6,Male,37
11,Male,45
17,Male,36
19,Male,51
20,Female,35
15,Female,15
0,Male,53
20,Not Reported,998
11,Male,48
18,Female,82
6,Male,51
20,Male,33
23,Male,58
18,Female,73
23,Male,998
6,Male,54
5,Male,57
18,Male,43
1,Male,35
21,Female,998
19,Female,71
0,Male,72
5,Male,29
19,Female,74
16,Female,59
0,Female,55
22,Female,21
22,Male,46
14,Female,81
23,Male,26
1,Female,40
0,Male,27
6,Female,47
0,Male,52
20,Male,42
4,Male,33
7,Male,83
2,Female,61
19,Male,43
9,Male,76
18,Male,75
19,Male,76
19,Male,34
20,Male,53
2,Male,59
4,Male,22
6,Male,38
21,Male,55
2,Male,24
5,Male,36
21,Male,25
0,Female,29
23,Male,51
17,Female,51
20,Male,61
21,Male,54
8,Male,53
19,Female,56
21,Male,57
9,Female,78
22,Male,50
19,Male,66
4,Male,23
5,Male,53
21,Male,65
20,Male,19
18,Female,77
21,Male,51
23,Male,37
21,Male,35
5,Male,52
0,Male,67
2,Male,29
8,Male,59
20,Male,58
12,Male,43
6,Male,15
14,Male,43
20,Male,31
19,Male,53
4,Male,31
10,Female,39
20,Male,62
6,Male,57
18,Female,59
16,Male,53
22,Female,24
3,Female,68
6,Female,22
8,Male,63
16,Female,61
21,Male,64
18,Male,61
1,Male,33
18,Male,1
17,Male,74
22,Male,32
15,Female,83
13,Male,77
22,Male,54
21,Female,41
8,Female,32
12,Male,63
22,Female,49
23,Female,15
11,Male,55
18,Male,8
21,Female,68
19,Male,55
11,Male,83
14,Female,91
0,Male,39
5,Male,57
23,Female,64
20,Male,75
8,Male,57
22,Male,68
5,Male,24
18,Male,38
15,Male,43
6,Female,55
21,Male,27
16,Female,21
21,Male,64
21,Male,14
12,Female,58
13,Male,43
13,Male,62
9,Male,63
19,Male,52
21,Male,39
18,Male,59
20,Male,49
15,Male,75
2,Male,34
19,Male,16
18,Male,9
19,Male,25
23,Male,36
20,Male,15
5,Male,48
18,Male,52
12,Male,78
21,Male,53
13,Female,77
3,Male,22
19,Male,69
5,Male,24
7,Female,65
9,Male,81
18,Male,69
21,Male,23
7,Female,76
20,Male,66
3,Male,24
19,Male,58
20,Male,64
16,Male,12
18,Male,56
21,Male,23
18,Male,1
8,Female,68
3,Male,999
17,Male,52
6,Male,63
10,Male,77
3,Male,28
11,Female,80
2,Male,23
3,Female,21
18,Male,999
20,Female,34
21,Female,16
2,Female,23
2,Male,20
23,Male,34
21,Male,43
21,Male,42
23,Female,47
20,Female,69
18,Male,57
15,Male,4
11,Female,66
21,Male,62
0,Male,54
19,Female,19
22,Male,39
22,Male,56
22,Male,57
10,Female,3
19,Female,34
14,Female,15
19,Female,51
5,Male,72
19,Male,65
12,Female,89
20,Female,18
17,Female,77
6,Male,50
3,Male,40
18,Female,36
2,Female,41
22,Female,55
6,Male,39
18,Male,1
20,Male,41
21,Male,69
1,Male,22
23,Female,50
5,Male,58
5,Male,64
20,Female,73
8,Female,78
20,Male,65
23,Male,78
22,Male,998
18,Male,12
99,Male,22
21,Male,52
3,Male,26
14,Male,74
18,Male,47
16,Male,80
9,Male,51
5,Female,56
16,Female,79
10,Male,27
19,Female,61
20,Female,31
21,Female,55
19,Male,69
99,Female,57
3,Male,63
22,Male,63
1,Male,24
20,Male,58
5,Male,23
18,Male,56
22,Male,26
20,Male,45
20,Male,53
13,Male,47
5,Female,45
20,Male,23
14,Female,46
23,Male,58
20,Female,34
13,Male,62
17,Male,50
9,Male,998
12,Male,22
5,Male,71
20,Male,55
0,Male,54
22,Male,31
21,Male,38
19,Male,63
22,Male,58
2,Male,33
5,Male,21
11,Male,48
23,Male,46
20,Male,28
22,Male,30
22,Female,57
0,Female,48
4,Male,27
19,Female,65
23,Male,39
14,Male,72
99,Male,11
1,Male,61
20,Male,57
18,Male,56
0,Male,17
19,Male,41
2,Male,29
2,Female,33
12,Male,84
23,Female,76
5,Male,52
16,Male,50
19,Male,70
0,Male,18
20,Male,19
2,Male,24
6,Female,60
6,Male,64
20,Female,53
17,Male,56
19,Male,92
20,Male,51
1,Male,28
6,Male,41
0,Male,35
19,Female,47
4,Male,46
18,Female,50
18,Male,0
21,Male,25
17,Male,58
21,Male,28
3,Male,49
23,Male,20
5,Male,24
22,Male,33
23,Male,60
20,Female,68
11,Male,85
22,Male,37
17,Female,54
19,Female,78
1,Female,61
21,Female,62
8,Male,40
19,Male,8
7,Male,61
