hour_of_crash,sex,age
1,Female,23
8,Male,53
7,Male,40
5,Male,50
19,Female,15
3,Male,24
15,Female,55
23,Male,52
21,Female,50
18,Male,45
22,Male,59
20,Male,44
7,Male,59
0,Male,42
6,Male,29
18,Female,52
19,Female,63
23,Male,43
21,Male,49
11,Female,43
6,Male,50
19,Female,54
23,Male,22
22,Male,18
4,Male,57
9,Male,70
22,Male,21
1,Female,30
19,Male,64
13,Male,68
2,Male,52
20,Male,58
7,Male,64
19,Male,55
5,Female,21
9,Female,22
19,Male,28
17,Male,61
21,Male,65
16,Male,17
19,Male,80
1,Female,21
14,Female,31
23,Male,35
19,Female,33
2,Unknown,999
5,Male,17
22,Male,52
23,Female,41
14,Female,84
3,Male,26
6,Female,36
20,Female,16
20,Male,78
5,Male,20
17,Female,64
0,Male,23
19,Male,51
5,Male,54
22,Male,58
17,Male,64
6,Male,61
6,Female,47
20,Male,7
4,Male,75
17,Female,50
23,Female,56
5,Female,48
0,Male,33
21,Female,42
20,Male,76
20,Female,20
3,Male,71
16,Male,5
20,Male,61
21,Male,25
20,Female,45
5,Male,50
19,Female,45
5,Male,34
12,Female,27
20,Male,56
21,Male,56
1,Female,50
21,Female,18
20,Male,57
0,Female,22
19,Male,10
17,Male,61
4,Male,35
21,Male,35
20,Female,38
17,Female,63
1,Male,34
5,Male,52
21,Female,52
21,Male,40
11,Female,67
13,Male,76
23,Male,39
19,Male,36
17,Male,63
19,Male,44
19,Male,17
20,Male,50
18,Male,81
2,Female,998
5,Female,25
5,Female,69
6,Male,57
18,Male,63
22,Male,48
21,Female,16
18,Male,45
23,Female,62
18,Female,48
17,Not Reported,82
99,Female,30
1,Male,38
4,Male,54
14,Female,84
12,Male,2
12,Unknown,998
17,Male,25
14,Male,79
6,Male,78
4,Female,36
16,Male,54
21,Male,24
22,Male,40
17,Female,63
2,Male,29
0,Female,39
11,Male,82
20,Male,64
18,Male,31
16,Male,54
15,Female,50
21,Male,15
14,Female,53
18,Male,38
19,Male,55
23,Male,30
18,Male,68
13,Male,44
22,Male,33
11,Male,13
23,Male,53
12,Male,47
20,Male,50
22,Male,43
20,Male,70
22,Male,36
15,Male,42
17,Male,85
20,Male,57
17,Male,68
5,Male,36
15,Male,14
21,Male,51
2,Male,30
4,Male,43
7,Female,43
22,Female,27
19,Male,60
2,Male,26
9,Female,64
20,Female,63
18,Male,85
20,Male,62
9,Male,48
23,Male,51
23,Female,19
1,Male,26
3,Male,21
21,Male,26
10,Male,54
22,Female,38
21,Male,59
20,Male,53
21,Female,35
10,Female,58
17,Male,23
21,Male,59
5,Male,52
22,Female,71
17,Male,28
6,Female,28
23,Female,60
19,Male,54
22,Male,54
5,Male,45
20,Male,86
5,Female,23
13,Male,50
1,Male,24
21,Male,23
13,Male,40
18,Male,71
23,Male,29
21,Female,32
22,Male,36
21,Male,55
19,Female,62
22,Female,24
17,Female,18
23,Female,18
17,Male,89
14,Male,32
17,Male,88
5,Male,44
4,Female,51
17,Female,86
23,Male,39
21,Male,54
9,Male,65
23,Male,18
7,Male,74
1,Male,14
0,Male,68
22,Female,30
17,Male,56
5,Male,63
11,Male,82
2,Male,33
4,Male,26
23,Male,42
6,Male,23
22,Male,61
1,Male,29
11,Female,94
18,Male,42
20,Male,51
6,Male,29
4,Male,41
18,Male,69
22,Female,34
11,Male,56
19,Male,16
3,Male,28
21,Male,46
99,Male,19
17,Female,19
16,Female,50
20,Male,68
5,Male,68
20,Male,38
23,Male,21
19,Male,58
15,Female,91
23,Male,35
14,Female,46
17,Male,55
19,Male,61
4,Female,24
16,Female,50
19,Male,14
9,Female,73
21,Female,34
5,Male,58
19,Female,67
1,Male,62
4,Male,26
9,Male,77
21,Female,16
2,Male,21
10,Male,47
17,Male,52
20,Male,64
2,Male,65
22,Male,57
22,Male,33
6,Male,50
22,Male,26
18,Male,51
19,Female,60
19,Male,73
22,Male,46
6,Female,65
20,Male,34
18,Female,57
3,Male,61
5,Female,41
2,Female,19
0,Male,57
16,Female,18
10,Male,72
2,Male,42
17,Female,62
19,Male,55
0,Male,17
18,Male,57
18,Female,69
4,Female,30
23,Male,20
21,Male,54
13,Female,96
6,Male,33
1,Female,23
2,Male,32
20,Male,33
21,Male,59
16,Male,3
6,Female,999
1,Male,65
13,Male,42
19,Male,42
18,Female,32
18,Male,67
4,Female,25
2,Male,20
14,Male,24
21,Male,26
20,Male,74
7,Male,82
20,Male,60
19,Male,42
20,Male,13
23,Female,28
0,Male,67
16,Male,59
20,Male,24
17,Female,69
2,Female,38
9,Female,38
23,Female,29
17,Male,36
7,Female,68
0,Male,62
10,Male,54
1,Female,20
20,Female,13
21,Male,14
20,Female,77
20,Male,40
21,Female,64
23,Male,27
3,Male,60
5,Female,50
14,Female,42
23,Male,58
8,Female,25
20,Male,78
4,Female,53
23,Male,24
8,Male,48
18,Male,24
16,Male,64
21,Male,77
11,Female,59
17,Male,37
11,Male,56
18,Male,65
18,Male,43
14,Female,86
5,Male,59
21,Female,38
17,Male,49
20,Male,19
20,Female,29
2,Male,42
21,Female,61
20,Male,89
0,Male,69
20,Female,19
20,Male,29
13,Female,23
20,Male,69
18,Female,61
21,Male,53
18,Male,55
7,Female,56
22,Male,16
15,Male,60
23,Female,34
19,Male,50
14,Male,64
16,Male,72
15,Male,56
20,Male,55
5,Male,63
21,Male,41
20,Male,69
23,Male,33
21,Male,50
1,Male,47
18,Male,61
7,Female,76
23,Male,28
13,Male,48
21,Male,16
3,Male,48
19,Male,23
1,Male,21
16,Male,22
19,Male,52
23,Male,54
4,Male,27
9,Male,48
16,Male,27
19,Male,57
18,Female,14
7,Male,14
20,Male,20
19,Female,7
5,Male,56
22,Male,43
19,Female,58
8,Male,60
2,Male,22
20,Male,41
5,Male,61
22,Female,31
6,Male,60
16,Male,30
19,Male,50
16,Male,29
17,Male,64
2,Female,46
17,Male,67
6,Male,56
22,Female,22
7,Male,15
21,Male,67
18,Male,15
17,Female,60
23,Male,71
1,Female,52
19,Male,70
2,Male,34
23,Male,45
6,Male,28
20,Male,84
2,Male,24
17,Female,61
2,Male,28
6,Male,26
8,Male,43
17,Male,84
2,Male,38
23,Female,47
19,Male,47
15,Male,71
5,Female,44
23,Male,23
22,Male,57
18,Female,21
1,Male,22
20,Female,16
17,Male,5
10,Male,77
19,Male,37
0,Male,70
22,Male,24
1,Male,36
15,Male,69
13,Male,38
16,Male,41
2,Male,29
19,Female,49
22,Male,53
10,Male,34
5,Male,44
19,Female,70
6,Male,23
21,Male,33
16,Male,65
17,Female,82
3,Male,61
12,Male,89
17,Male,40
21,Male,27
5,Male,69
6,Female,80
20,Male,73
4,Male,51
15,Male,13
7,Female,23
0,Male,22
21,Female,61
0,Female,21
5,Male,67
19,Male,12
4,Male,2
23,Male,29
4,Female,22
23,Male,22
21,Male,36
21,Male,46
7,Male,70
21,Male,56
1,Male,60
2,Male,22
20,Male,57
19,Male,71
5,Male,32
22,Male,56
5,Female,19
18,Male,59
11,Male,63
17,Male,32
99,Male,50
22,Male,59
22,Male,19
17,Male,72
0,Female,44
5,Male,76
17,Male,53
18,Male,50
23,Male,70
13,Male,68
20,Male,53
19,Male,48
14,Male,3
1,Male,47
19,Male,46
14,Male,54
22,Male,52
23,Female,24
13,Male,52
22,Male,61
3,Male,36
18,Male,76
5,Male,18
3,Male,60
1,Male,19
18,Male,77
11,Male,47
22,Female,28
19,Male,80
0,Female,50
22,Male,53
22,Male,59
0,Male,27
22,Female,53
15,Male,8
99,Male,46
5,Male,49
12,Male,93
21,Male,44
19,Male,29
17,Male,45
17,Female,74
19,Male,31
1,Male,27
1,Male,35
20,Male,24
19,Male,37
22,Male,75
18,Female,35
2,Male,56
8,Female,84
22,Male,0
19,Male,48
5,Male,75
2,Male,53
0,Male,19
11,Male,44
15,Female,21
12,Male,33
22,Male,66
19,Male,35
23,Unknown,998
20,Female,45
8,Male,70
7,Male,49
18,Male,15
4,Male,57
0,Male,34
2,Male,16
19,Female,56
16,Male,96
20,Male,21
9,Male,71
17,Male,66
20,Male,71
2,Male,55
11,Male,998
4,Male,32
21,Male,23
9,Female,78
8,Female,20
22,Female,51
22,Male,64
99,Male,39
18,Female,27
17,Male,41
6,Female,51
23,Male,36
1,Female,48
5,Male,62
6,Male,72
8,Male,40
4,Male,50
23,Male,54
18,Male,69
6,Male,66
21,Male,45
14,Male,5
20,Female,45
19,Male,3
15,Male,80
11,Female,59
5,Female,62
6,Male,63
8,Male,71
2,Male,46
18,Female,47
8,Male,65
23,Male,24
19,Male,45
16,Female,18
8,Male,25
8,Male,41
19,Female,34
18,Male,62
3,Male,41
17,Female,65
5,Male,77
1,Male,19
20,Male,73
19,Female,61
1,Male,50
13,Female,64
12,Male,59
23,Male,69
16,Female,23
12,Male,12
17,Male,38
19,Male,34
17,Male,14
20,Male,53
7,Female,52
2,Male,30
4,Male,26
18,Female,21
8,Male,71
5,Male,33
7,Male,47
10,Female,68
14,Female,46
2,Male,22
17,Female,54
3,Male,51
5,Female,22
3,Female,21
2,Female,12
21,Male,19
21,Male,36
17,Female,55
14,Male,10
11,Male,76
14,Female,76
2,Female,11
13,Female,18
14,Female,91
16,Male,34
10,Male,69
10,Male,57
14,Male,80
4,Male,26
5,Female,28
8,Male,25
19,Male,29
23,Male,38
10,Male,90
14,Female,67
15,Male,27
11,Female,27
0,Male,41
11,Male,79
6,Male,48
5,Female,38
17,Male,19
3,Male,20
6,Male,62
4,Male,51
0,Male,55
6,Female,47
18,Male,18
16,Female,47
5,Male,54
15,Male,26
19,Male,24
16,Female,60
8,Female,32
11,Male,55
16,Male,46
10,Male,26
21,Female,4
16,Female,32
20,Male,56
21,Female,24
17,Female,53
23,Female,20
1,Male,46
0,Female,29
19,Female,6
10,Male,30
6,Male,42
20,Male,5
8,Female,27
6,Male,58
2,Male,30
2,Male,25
0,Female,30
7,Female,62
6,Female,16
11,Female,23
23,Male,41
1,Female,33
13,Male,68
11,Female,31
0,Male,47
0,Female,19
1,Male,62
8,Female,37
3,Female,45
19,Male,20
5,Female,71
20,Male,0
23,Male,46
16,Male,33
1,Female,22
12,Male,84
0,Male,61
15,Male,19
21,Female,24
9,Male,73
17,Male,63
17,Female,48
20,Female,43
1,Male,25
23,Male,28
22,Male,26
11,Male,65
10,Female,64
15,Male,16
17,Male,76
11,Male,28
15,Female,78
17,Male,50
7,Male,31
16,Male,17
10,Male,84
16,Male,41
6,Male,16
7,Male,18
7,Male,64
21,Male,29
15,Male,81
16,Male,78
1,Female,20
8,Male,65
10,Male,73
15,Male,37
15,Female,37
12,Female,47
16,Female,29
11,Female,37
22,Male,70
16,Female,68
3,Male,68
14,Male,64
16,Male,57
4,Male,35
20,Male,26
23,Male,35
16,Male,66
6,Male,41
13,Male,61
5,Male,22
21,Male,21
20,Female,60
19,Male,59
1,Male,21
2,Female,39
10,Female,66
12,Male,41
8,Male,83
6,Female,58
2,Male,27
5,Female,51
99,Female,23
19,Male,47
3,Female,33
2,Male,51
1,Female,19
0,Male,47
8,Female,27
2,Male,36
15,Male,82
15,Male,46
12,Male,79
9,Male,74
14,Male,62
0,Male,40
99,Male,24
16,Male,37
6,Male,50
14,Male,77
11,Male,28
23,Male,47
3,Male,45
10,Male,43
20,Male,53
9,Male,32
0,Male,18
13,Male,31
3,Male,89
23,Male,24
20,Female,30
13,Male,85
15,Female,64
18,Male,43
20,Female,16
16,Male,68
6,Male,25
6,Male,33
15,Male,70
16,Male,29
14,Male,57
16,Male,88
22,Male,52
12,Male,64
9,Male,35
1,Male,39
3,Male,26
13,Male,85
16,Male,48
4,Male,45
14,Male,18
13,Male,31
14,Male,85
12,Female,57
0,Male,49
2,Male,38
22,Male,35
0,Male,26
5,Male,60
6,Male,30
22,Male,49
16,Male,83
7,Male,21
5,Female,40
7,Male,63
6,Male,54
21,Female,30
3,Male,28
0,Male,19
17,Female,75
13,Male,25
14,Male,54
15,Male,41
15,Male,22
8,Male,38
16,Male,57
0,Male,32
12,Male,36
5,Male,52
20,Male,26
11,Male,14
13,Male,80
18,Male,60
14,Male,80
14,Male,37
14,Male,76
22,Female,25
12,Male,77
20,Female,16
5,Male,41
12,Male,42
23,Male,26
15,Male,74
3,Male,23
20,Male,51
11,Male,58
3,Male,22
2,Male,71
7,Male,10
6,Male,51
22,Male,53
14,Female,65
22,Male,53
16,Male,54
18,Female,50
21,Male,28
4,Male,26
20,Male,81
11,Male,34
11,Male,53
12,Female,47
5,Female,17
12,Male,25
17,Male,44
10,Male,87
18,Male,40
0,Female,18
12,Male,75
14,Female,59
1,Female,60
17,Male,42
14,Male,24
5,Male,38
18,Female,27
9,Male,17
4,Male,19
5,Male,63
17,Male,53
2,Male,45
23,Male,28
23,Male,33
5,Male,42
23,Male,50
14,Female,75
6,Male,48
3,Male,33
22,Male,25
12,Male,66
0,Male,18
18,Male,51
17,Male,63
17,Male,27
18,Female,72
21,Male,32
0,Male,53
18,Female,33
99,Male,19
18,Male,27
13,Male,59
0,Male,53
14,Female,18
18,Male,41
15,Male,26
0,Male,27
19,Male,55
2,Female,26
14,Male,52
3,Female,35
19,Male,65
2,Male,54
99,Female,18
15,Female,21
9,Female,66
22,Male,26
6,Female,34
14,Male,69
6,Male,47
17,Male,28
8,Male,49
14,Male,67
23,Male,29
3,Male,41
11,Male,70
6,Male,56
7,Male,46
17,Female,71
18,Male,60
16,Male,58
15,Male,55
5,Male,36
1,Male,21
14,Male,31
5,Male,43
15,Male,52
15,Male,46
18,Male,63
22,Male,23
16,Male,24
2,Male,29
17,Male,37
0,Female,19
15,Female,45
12,Male,8
2,Male,52
14,Male,62
14,Male,47
0,Female,20
20,Male,29
5,Male,22
14,Male,55
12,Male,19
7,Male,21
12,Male,56
11,Male,79
14,Male,56
4,Male,47
14,Male,45
15,Female,41
14,Male,29
6,Male,44
1,Male,19
2,Male,28
18,Male,39
8,Female,80
4,Male,22
2,Male,18
12,Male,14
3,Female,17
3,Female,28
16,Male,57
5,Male,31
15,Male,77
5,Male,48
2,Male,19
15,Male,39
21,Male,37
1,Male,32
20,Male,69
16,Female,61
21,Female,19
18,Male,57
17,Male,56
6,Male,22
4,Male,52
3,Male,23
1,Male,18
12,Male,25
4,Male,40
18,Male,74
11,Female,79
3,Female,27
4,Male,36
20,Female,29
4,Male,25
5,Male,45
23,Male,20
11,Male,79
17,Male,59
6,Male,44
16,Male,62
22,Male,69
2,Male,22
11,Male,20
15,Male,64
14,Male,30
3,Female,24
5,Male,64
7,Male,41
11,Male,8
12,Male,51
9,Female,89
13,Male,34
6,Male,39
15,Male,39
13,Male,44
0,Male,16
16,Male,53
18,Male,32
21,Male,21
17,Male,55
0,Male,31
21,Female,31
23,Male,18
20,Male,22
23,Male,44
17,Female,19
99,Male,73
16,Male,12
21,Male,36
99,Male,67
17,Female,54
3,Female,24
12,Female,52
3,Male,20
10,Male,77
4,Male,34
5,Male,46
15,Male,50
1,Male,28
14,Female,62
22,Male,28
4,Male,22
0,Male,25
3,Female,21
20,Male,36
13,Male,54
8,Male,82
14,Male,26
20,Male,29
12,Male,52
20,Male,25
18,Female,60
3,Male,32
16,Male,68
12,Male,72
20,Male,20
0,Male,81
22,Male,54
8,Male,41
0,Male,39
5,Male,34
23,Male,74
17,Male,27
15,Male,38
7,Male,22
16,Male,63
19,Male,56
2,Male,42
10,Female,33
8,Male,48
10,Female,59
0,Male,27
13,Female,53
16,Female,38
21,Male,45
0,Male,21
0,Female,25
22,Male,43
0,Female,26
12,Male,61
16,Male,46
1,Male,46
19,Male,55
15,Male,70
13,Female,32
19,Male,24
12,Male,65
21,Male,50
13,Male,58
3,Female,28
17,Male,24
20,Male,82
20,Male,25
21,Male,18
9,Male,66
10,Male,50
20,Male,39
10,Male,39
11,Male,66
13,Male,76
2,Male,20
17,Male,36
16,Male,48
1,Male,31
9,Male,86
13,Male,65
10,Male,38
6,Male,61
12,Male,72
9,Male,56
11,Male,2
0,Male,31
15,Male,73
21,Male,15
2,Male,23
6,Male,26
4,Male,65
9,Male,45
12,Female,55
6,Male,39
22,Male,58
13,Male,43
11,Male,30
20,Male,40
17,Male,16
10,Male,18
4,Male,53
13,Female,21
13,Male,65
3,Male,36
5,Male,39
0,Male,34
2,Male,23
22,Male,19
17,Male,25
15,Male,66
16,Male,19
19,Male,66
7,Male,24
14,Male,16
20,Male,38
1,Male,21
18,Male,40
12,Male,80
19,Male,68
4,Male,53
17,Male,50
13,Male,76
7,Female,54
16,Male,6
3,Not Reported,998
17,Female,44
9,Male,17
18,Male,54
11,Female,66
23,Male,34
20,Male,59
7,Male,52
16,Male,18
12,Male,72
5,Male,51
2,Female,49
13,Male,62
99,Male,50
7,Male,36
99,Male,52
21,Male,26
0,Male,23
18,Male,53
16,Male,22
20,Male,42
15,Male,33
14,Female,70
7,Male,18
18,Male,80
5,Male,37
8,Male,27
17,Male,38
18,Male,69
23,Male,33
20,Male,39
1,Male,29
3,Male,37
13,Male,75
14,Male,16
11,Female,28
11,Male,62
8,Male,58
14,Male,59
17,Male,49
17,Male,30
7,Female,50
16,Female,12
3,Male,48
1,Male,71
17,Female,63
17,Male,25
15,Male,31
11,Male,89
18,Male,22
3,Male,21
9,Male,66
2,Male,19
5,Male,41
0,Male,22
21,Male,54
21,Male,48
15,Male,53
15,Male,22
0,Male,28
23,Male,34
22,Male,20
12,Female,65
1,Male,65
14,Female,51
9,Male,44
21,Male,21
18,Male,21
2,Male,60
2,Male,26
2,Male,23
12,Male,63
2,Male,45
18,Male,32
17,Male,16
17,Male,86
17,Female,73
19,Male,56
13,Male,66
10,Male,15
5,Male,20
14,Male,58
12,Male,51
13,Female,0
18,Male,58
0,Male,27
12,Female,68
10,Male,56
12,Female,60
0,Male,30
0,Male,52
3,Male,22
8,Male,41
14,Male,30
18,Female,25
23,Male,26
18,Male,33
12,Female,18
15,Male,35
3,Male,42
19,Male,53
11,Male,74
15,Male,78
1,Female,19
10,Male,45
23,Male,63
22,Male,85
22,Male,25
11,Male,25
0,Male,30
7,Male,64
1,Male,25
10,Female,72
6,Male,21
8,Male,69
13,Male,51
15,Male,41
17,Male,79
0,Male,53
22,Male,46
23,Male,62
19,Male,34
2,Male,22
10,Female,27
3,Male,49
23,Male,26
22,Male,50
4,Male,57
17,Male,47
0,Female,36
15,Male,26
13,Male,68
10,Female,19
99,Male,24
16,Male,10
22,Male,23
23,Male,18
11,Male,56
19,Male,59
19,Male,20
20,Male,32
6,Male,21
11,Female,48
21,Male,65
1,Male,27
23,Male,52
7,Male,64
15,Male,44
5,Male,52
2,Male,35
0,Female,44
12,Male,63
18,Male,56
19,Male,39
14,Male,55
23,Male,19
23,Female,44
2,Male,30
0,Male,36
19,Male,61
0,Male,28
16,Female,22
11,Male,75
12,Male,54
8,Male,17
10,Male,22
10,Female,64
16,Male,53
5,Male,29
0,Female,24
3,Male,81
19,Male,58
9,Female,17
20,Male,46
19,Male,59
15,Male,50
22,Male,43
12,Female,45
19,Male,79
1,Male,39
7,Male,72
14,Male,69
6,Female,23
4,Male,43
21,Male,58
9,Male,68
9,Female,33
4,Male,19
2,Male,20
1,Female,43
2,Female,33
16,Male,78
11,Male,8
4,Male,23
2,Male,16
13,Male,63
15,Male,60
20,Male,51
12,Male,76
20,Male,30
13,Male,21
4,Male,23
4,Male,39
13,Female,20
21,Male,19
0,Female,38
4,Male,22
17,Male,49
13,Male,65
15,Female,29
14,Male,79
1,Male,53
18,Male,58
20,Male,66
2,Male,18
12,Male,79
6,Male,20
14,Male,82
17,Female,45
2,Female,28
0,Male,18
5,Male,7
10,Male,50
16,Female,77
19,Male,86
2,Male,26
12,Male,51
12,Male,35
14,Male,61
15,Male,17
15,Male,18
14,Male,32
7,Male,79
22,Female,22
19,Male,46
18,Male,65
20,Male,20
16,Male,61
14,Male,48
22,Male,51
21,Male,32
5,Male,34
15,Female,74
14,Male,88
14,Male,36
16,Male,26
15,Female,15
0,Male,35
2,Male,40
16,Male,49
16,Male,50
18,Male,55
18,Male,32
5,Male,18
23,Male,25
12,Male,35
10,Male,77
18,Female,21
9,Male,54
14,Male,86
0,Male,23
23,Male,53
14,Male,92
17,Male,56
2,Male,42
2,Male,19
3,Male,25
21,Male,22
9,Male,31
10,Female,68
12,Male,35
13,Female,42
17,Male,83
21,Female,25
5,Female,50
11,Male,60
16,Male,20
1,Male,27
21,Male,51
21,Male,35
3,Male,20
17,Male,19
23,Male,30
6,Male,20
13,Male,47
4,Male,53
14,Female,19
16,Male,29
15,Male,31
6,Female,57
3,Male,22
5,Male,72
10,Male,74
10,Male,66
4,Male,46
1,Female,24
5,Male,69
5,Male,40
12,Male,52
8,Male,60
20,Male,31
16,Female,31
17,Male,53
9,Male,80
22,Female,19
8,Male,47
14,Male,49
21,Male,21
15,Male,24
6,Male,34
99,Male,35
23,Female,22
12,Female,84
18,Male,53
3,Female,33
7,Male,58
4,Male,21
16,Male,27
11,Male,11
13,Male,29
16,Male,40
15,Male,31
17,Male,17
15,Male,43
8,Male,72
23,Male,32
8,Male,74
8,Male,85
18,Male,30
17,Male,56
11,Male,26
20,Male,49
4,Male,33
11,Female,72
11,Male,63
6,Male,23
11,Male,58
7,Male,20
7,Male,80
14,Female,3
16,Male,38
19,Male,43
16,Male,31
8,Male,47
21,Female,66
16,Male,75
17,Female,27
20,Male,49
6,Male,77
2,Male,24
17,Male,67
17,Male,50
19,Male,21
20,Male,21
1,Male,45
12,Male,65
14,Male,31
15,Male,66
19,Female,40
22,Female,17
12,Male,77
18,Male,54
6,Male,45
16,Male,22
13,Male,93
0,Male,23
0,Male,28
9,Female,58
3,Male,28
0,Male,33
15,Female,56
16,Male,20
5,Female,63
15,Male,61
1,Female,24
11,Male,71
3,Male,23
17,Male,12
8,Female,57
4,Male,24
11,Male,51
11,Female,24
17,Male,42
23,Male,54
3,Male,25
2,Male,38
14,Male,69
12,Male,39
13,Male,68
19,Male,21
15,Female,36
17,Male,40
3,Male,28
14,Male,54
8,Male,19
4,Female,17
6,Male,17
4,Female,62
17,Male,56
2,Male,26
7,Male,63
19,Male,56
12,Female,81
22,Male,50
10,Female,18
12,Male,17
5,Male,46
14,Male,75
13,Male,86
14,Male,23
9,Male,86
18,Male,69
0,Male,39
3,Male,33
15,Male,44
15,Female,18
22,Female,54
21,Male,71
7,Male,56
6,Male,31
2,Male,26
16,Male,43
3,Male,49
1,Male,28
22,Male,31
23,Male,19
23,Male,45
7,Male,22
13,Male,55
1,Male,25
0,Male,41
0,Male,21
6,Male,22
12,Male,68
14,Female,68
18,Male,25
15,Male,24
2,Female,41
15,Male,65
11,Male,62
14,Male,56
15,Female,54
19,Male,40
3,Male,19
12,Male,63
0,Male,58
16,Male,32
17,Female,24
3,Male,51
22,Male,36
19,Male,34
6,Male,23
20,Male,40
13,Male,88
14,Male,23
17,Male,83
0,Female,36
17,Male,62
18,Female,51
18,Male,40
11,Male,17
10,Male,78
17,Male,69
22,Male,22
2,Male,24
10,Male,59
2,Male,28
16,Female,26
3,Male,19
21,Male,67
14,Male,17
1,Male,26
19,Male,56
9,Male,86
16,Male,61
11,Male,49
14,Female,72
16,Male,55
1,Male,29
15,Female,69
0,Male,20
12,Male,48
13,Male,36
15,Male,67
2,Male,24
15,Male,21
6,Male,30
2,Male,18
15,Male,37
0,Male,22
7,Male,23
17,Male,27
13,Female,11
12,Male,46
17,Male,26
10,Male,91
4,Female,22
12,Male,19
7,Male,64
0,Male,52
1,Male,32
6,Female,20
15,Female,18
11,Male,60
0,Male,51
19,Male,53
19,Male,17
1,Male,48
23,Male,34
19,Male,35
20,Male,33
17,Male,45
12,Female,24
17,Female,44
10,Male,64
16,Male,15
17,Male,21
3,Male,33
1,Male,19
8,Female,27
6,Male,40
20,Male,53
19,Male,45
10,Male,65
9,Male,17
6,Male,48
23,Male,39
21,Male,54
10,Male,51
23,Male,33
11,Female,27
13,Male,44
20,Male,68
7,Male,24
15,Male,66
13,Male,25
16,Male,30
18,Male,46
22,Male,57
7,Male,17
22,Male,25
8,Male,32
3,Male,37
13,Male,52
0,Male,40
6,Male,65
21,Male,31
6,Male,42
19,Male,45
12,Male,31
16,Female,82
18,Female,85
21,Male,55
18,Female,51
3,Male,44
6,Male,38
23,Male,28
18,Male,25
16,Male,51
1,Male,49
23,Male,35
5,Male,55
7,Male,46
13,Male,65
10,Female,79
18,Male,28
20,Male,24
19,Male,46
10,Male,63
21,Male,36
3,Male,30
2,Male,50
18,Male,53
17,Male,58
15,Male,30
21,Male,47
20,Male,38
16,Male,48
9,Male,58
11,Male,31
22,Male,22
14,Male,18
16,Male,62
18,Male,79
20,Male,61
22,Male,50
9,Male,88
99,Male,19
12,Male,58
18,Male,49
5,Male,51
14,Male,54
14,Male,52
3,Male,22
4,Male,31
11,Male,66
14,Male,20
19,Male,21
0,Male,43
0,Female,35
23,Male,38
15,Male,61
9,Female,56
5,Male,46
5,Male,61
6,Male,20
3,Male,56
19,Male,74
4,Male,20
22,Female,58
9,Female,56
3,Male,77
4,Male,22
4,Male,23
20,Male,38
7,Male,64
14,Male,29
20,Male,70
20,Male,19
21,Female,39
7,Male,29
0,Male,47
15,Male,81
3,Male,33
1,Male,33
5,Male,23
15,Female,45
14,Female,68
16,Male,61
16,Male,75
22,Male,17
0,Male,22
1,Female,21
21,Male,45
23,Male,60
21,Female,34
2,Male,26
15,Female,83
0,Male,19
0,Female,43
16,Male,96
1,Male,25
14,Male,17
20,Male,38
14,Male,29
15,Male,68
0,Male,29
18,Male,43
19,Male,72
12,Male,33
19,Male,31
6,Male,40
18,Male,49
20,Female,44
19,Male,63
18,Male,50
10,Male,67
22,Male,53
10,Male,68
18,Female,54
13,Male,56
9,Male,77
13,Male,66
11,Male,67
14,Male,56
13,Male,65
18,Male,68
15,Male,69
23,Male,47
19,Male,62
23,Male,55
18,Male,56
12,Male,45
12,Male,48
19,Male,27
20,Male,55
12,Male,57
13,Male,55
0,Male,44
15,Male,60
13,Male,62
12,Female,22
17,Male,64
19,Male,28
7,Male,31
16,Male,52
6,Male,57
12,Male,62
16,Male,38
18,Female,23
12,Male,49
21,Male,53
13,Male,78
12,Male,72
23,Male,45
7,Male,61
15,Male,47
14,Male,63
20,Male,30
19,Male,52
21,Male,65
7,Male,55
15,Female,32
18,Male,48
5,Male,37
99,Male,30
4,Male,43
16,Female,55
17,Male,49
21,Male,53
11,Male,58
19,Male,49
23,Male,49
16,Male,54
3,Male,28
0,Male,61
13,Male,26
16,Male,45
0,Male,49
23,Male,31
22,Male,35
22,Male,35
19,Male,45
15,Male,67
18,Male,43
17,Male,42
15,Male,64
22,Male,45
15,Male,70
9,Male,30
17,Male,38
19,Male,60
14,Male,56
1,Male,25
21,Male,60
14,Male,77
5,Male,26
16,Male,35
12,Female,52
11,Female,62
5,Male,26
13,Female,40
10,Male,40
16,Male,66
19,Male,33
1,Male,48
18,Male,58
21,Male,70
11,Male,36
23,Male,25
17,Male,32
10,Male,60
21,Male,54
8,Male,39
1,Male,49
18,Male,52
21,Male,55
22,Male,51
17,Male,41
13,Male,76
11,Male,60
0,Female,32
10,Male,66
15,Male,60
2,Male,39
23,Female,24
19,Male,47
17,Male,61
19,Female,45
3,Male,38
6,Male,55
7,Male,39
18,Male,39
15,Male,66
19,Male,21
12,Male,51
19,Male,26
10,Male,75
1,Male,23
2,Female,36
22,Male,24
12,Male,58
11,Male,73
22,Male,39
23,Male,65
16,Male,50
0,Male,53
22,Male,68
8,Male,63
20,Female,40
0,Male,34
12,Male,68
9,Male,44
13,Male,64
16,Male,47
18,Male,50
17,Male,46
2,Male,45
15,Male,53
13,Male,67
23,Male,39
21,Male,32
14,Female,51
18,Male,63
17,Male,54
14,Male,36
20,Male,43
14,Male,58
19,Male,61
14,Male,58
17,Male,40
2,Male,59
15,Male,53
17,Male,46
14,Male,62
