zipcode,population
63743,122
37852,2558
21017,7062
18456,423
49645,1632
98014,6765
85302,36909
37057,834
11428,19168
82221,635
37141,1224
76117,30645
11542,27633
78151,1347
67468,307
68402,1210
43845,4711
54026,1809
64645,195
78029,0
64761,1493
42038,5298
12439,305
81434,158
06525,8990
11961,12834
91724,26184
54530,868
29045,21871
59036,1505
27845,2394
26636,487
63126,15112
03853,602
08230,5599
54003,1013
41568,1073
96750,3793
75851,5050
49249,3408
77957,8187
17820,5556
98639,847
55601,105
19946,4420
50609,446
39483,6447
45068,10479
98644,473
46017,6025
30310,26912
12085,479
55990,925
79079,2646
28356,5018
23707,14236
81630,979
78836,128
12087,1073
21781,136
39842,8357
72927,8701
95655,4314
99636,510
13103,326
30182,2666
77707,17080
58775,290
28330,346
58455,303
33898,15355
65246,101
77012,20719
45876,863
44855,1271
49801,11424
93041,23641
72946,3654
79411,7951
78039,1657
64116,15318
46121,5276
80214,24821
54180,2861
98438,366
98360,12221
73459,1132
12571,9918
54762,1246
45853,1439
99764,290
03852,558
07040,23876
63549,2742
64402,2388
46063,401
17957,328
54495,7637
48529,10271
68377,425
29307,18751
21817,5236
12498,4851
87552,3325
46161,2655
44881,70
69150,522
41773,1273
93640,11880
62082,3109
55960,3134
79853,3729
14174,5794
64630,602
80440,2422
08248,158
75227,55029
87312,579
62084,1606
57481,598
27986,2430
84757,1167
02904,29359
84642,3548
39063,3620
24251,8773
73179,3082
00907,17458
26601,4898
97734,2786
10170,2
60948,1533
37179,11767
58831,472
60955,1901
63876,2374
87516,130
82440,145
56292,636
90245,16654
06281,6930
46034,6730
42731,341
42202,2389
89029,7546
79540,89
56437,1380
24350,1261
11778,12709
15530,5368
51553,1013
49236,4838
73450,1248
67483,338
07005,15269
48134,21408
70359,8408
76865,160
55616,6994
44644,4791
11005,1806
39168,6643
10594,5117
92705,44706
71957,3133
18340,174
99780,1535
45692,8773
92691,47582
43413,1407
31707,25299
62411,4430
78133,16269
75115,48877
49765,4154
46601,6090
52342,3274
66746,261
52241,18911
02457,1432
84743,34
87110,38587
78829,1207
58838,199
57341,151
16901,10243
58007,119
96705,2319
33155,43788
37865,20912
26680,340
61721,613
56113,238
47125,1658
72739,473
36250,4603
20645,857
70515,3838
44086,2391
99660,479
30631,1767
95407,39352
86343,177
53521,3656
96778,14409
11225,56829
56725,978
13404,236
77072,56526
39088,135
52155,1323
44706,18246
78209,39197
24315,3774
95988,8857
60457,14049
40170,344
06437,22375
25607,1140
56120,1121
33705,26435
62203,8209
33703,23680
82323,186
03263,4114
90303,26176
20629,535
74422,824
78390,5616
97008,28969
18845,297
33406,26312
28768,6813
02725,2631
21623,2111
24011,219
55315,4762
18614,2426
72037,28
43223,27366
49965,440
05442,339
01527,13246
52132,1938
21821,991
19540,11723
25699,200
48208,10234
80745,156
72121,2704
92688,43792
12520,3109
48840,12501
95005,6311
54555,4872
36346,1456
64637,667
24055,13674
26257,957
01702,37206
50635,1602
55369,32524
18951,34651
15378,106
77802,23288
47965,646
26623,1189
17407,2355
32405,29980
90255,75066
28634,5225
56578,747
64105,3505
87573,36
40734,3764
28623,1653
86024,703
25165,612
60433,17160
86512,2439
78566,16230
82513,1879
46771,105
43164,2203
58276,503
38548,731
62461,854
10018,5229
95004,3918
27248,4524
10522,10875
67037,26577
73520,149
40036,223
98650,959
77873,1292
37396,257
68058,252
50072,2671
10111,0
06330,3282
47104,41
28447,1391
28901,5354
47234,1379
48062,9373
35802,21297
27520,36357
14711,1766
48725,2464
65791,4585
48441,4085
11940,5210
16601,33870
66043,10787
73549,296
29945,4841
29684,4862
52349,7643
49444,29456
02889,28217
28787,19718
75147,6602
65354,628
72173,9078
65727,218
13650,1391
63534,804
97465,2145
02914,21963
93301,12248
99677,88
08270,8492
44141,13945
51249,3593
66842,324
79924,59058
08029,4784
13786,464
85363,6156
17045,3350
15435,437
42129,7026
05141,112
68406,458
33545,13996
10701,63393
71223,523
07748,28030
08244,10849
45328,525
17974,344
33785,5533
04438,1124
19134,60675
44321,15200
87083,569
99603,9840
98195,0
85606,1184
06903,14499
59925,1435
28685,2076
44410,17409
80928,1202
32205,28225
22968,9815
81652,4904
01840,4733
95423,3747
17063,3311
48724,359
99326,4956
21872,718
93633,25
64118,40191
04416,5468
32187,1713
85321,4435
31088,50163
24572,16395
58329,3313
17856,3365
97348,1625
11733,18949
35592,4664
62526,34075
58496,182
06040,35306
81148,404
76104,17446
76445,407
85041,54947
54440,2964
71345,69
35160,26822
45875,10989
51009,164
74437,10448
04492,166
58854,2804
37923,27457
47203,25806
87558,606
56111,420
95403,45164
02121,25978
63146,29262
78021,126
56083,874
59322,85
97380,2449
91740,25356
39730,11805
44074,11679
11209,68853
97738,1941
18653,132
37028,676
06088,4936
87040,496
39108,1974
48897,1525
44904,13906
85929,8322
38111,41742
37018,2259
59820,1361
68113,994
89502,43566
78589,38004
74747,153
93924,6279
97006,63036
79108,17726
77990,699
61871,284
94937,837
97424,17594
25503,729
77951,2616
62563,5686
77598,23059
61854,1438
62459,243
84087,13983
84041,44625
97373,178
07204,13297
68975,160
71028,1666
30236,46434
19602,17900
13101,2508
52310,6431
98032,33853
85626,1021
33316,10044
47611,1257
10954,23045
18915,1063
12538,14578
59927,368
27557,7509
28056,31418
81244,398
02802,786
79541,791
71357,2149
71418,6295
19960,6295
25413,7508
87714,1151
68351,853
31087,9656
54020,7260
56336,1514
36584,772
71109,22154
78370,4877
75415,144
98204,39380
11768,21902
02721,26290
56117,399
45838,50
43768,275
67514,765
54124,3881
84315,7581
39825,1461
28393,2005
60172,24537
33710,32780
99921,1920
47553,8495
43125,12161
17758,919
59015,576
46930,133
04281,5116
02462,1554
58845,371
71072,1530
65039,2328
84332,7218
05837,353
33015,63544
24141,20668
41083,1326
50569,836
59230,4490
71449,9696
92058,42436
87557,6359
12155,1977
31738,2102
49751,2087
44816,42
54612,5152
22821,5753
56287,81
81141,1318
44065,4433
58216,153
60969,65
68942,490
76481,208
95351,46458
61604,31647
64086,21925
20737,20684
29690,20914
56358,3256
48034,12590
13692,27
19944,620
32157,407
56249,296
98901,30169
28537,137
91345,18496
24868,1686
29526,39033
56181,1147
20755,9302
95603,27844
05830,1502
58384,549
59865,3185
43907,6008
27205,33216
25174,420
55125,43281
50543,1492
17266,581
53013,3308
32044,2060
75961,14910
01913,16283
39360,3830
30541,1603
20553,0
35748,6276
64858,166
20877,34321
72908,13378
01834,6459
28098,3579
59466,97
61239,1219
37013,78406
75764,233
50042,309
31516,14735
35130,3233
30184,6847
71647,2111
92880,58763
15345,1642
11547,793
93023,20589
52327,3012
46711,7698
98422,20151
63332,1292
63136,48560
36046,1490
52501,30220
60554,11796
59913,675
29302,16571
76209,24018
44854,1749
04041,1613
28756,4504
39744,6008
35652,8190
83463,130
71846,2652
55388,5619
45684,1804
13612,2852
29732,53781
88125,90
08064,311
89311,235
06339,8302
25942,162
62480,787
07105,46983
14026,674
39347,1497
43011,7491
78404,17236
88434,369
72738,2419
21050,18202
51527,530
61363,220
61036,6821
46957,558
20175,27169
96052,1460
12153,814
45332,612
87008,2552
52334,311
30531,11279
96129,261
77880,1879
70785,20979
24124,4352
15034,1792
86335,4806
12743,389
00682,32615
15142,1163
91770,62097
80488,157
53189,26228
40045,3451
41776,1509
85554,778
99122,3773
61278,412
24179,18616
52658,1071
10466,67813
33913,17103
97132,28278
48611,6554
59471,295
62419,410
49031,7884
92154,79708
45830,6228
30256,2826
32712,41769
91042,27585
21543,140
85141,515
72703,28261
97330,41472
38381,1640
13327,2056
42374,277
35171,3281
19132,36268
49903,133
18371,747
92647,57245
56297,867
37682,667
50424,1482
66523,3833
53598,2511
42254,209
15953,83
49920,4273
70437,7918
04453,779
98388,7508
02767,13566
59417,7719
29321,2596
45113,3857
43460,6289
46725,23080
73734,1067
65323,976
12924,158
25005,264
31062,495
31773,3729
14416,3817
04988,2134
27832,2847
07052,46182
65483,4737
29160,8255
64438,270
87328,2668
57702,32980
57773,133
71642,648
29117,1160
50542,933
43610,5105
61273,3316
56587,1404
37171,917
92651,23881
15436,2740
78672,931
16882,300
15729,1537
53533,7276
12031,175
13680,1244
25209,1227
82939,1861
67356,2834
68112,11508
45419,15159
99721,324
37874,14979
29039,4215
85645,2231
99732,10
51004,1033
78261,13513
17560,5118
48735,1051
35254,1403
25234,1200
22935,926
90222,31869
01350,121
84103,21084
07458,11360
78369,444
18038,3091
58401,17142
52160,867
54616,2601
68130,17972
05902,188
54548,4626
71264,1045
49636,560
95585,508
37027,49035
15662,271
98260,5278
96142,1037
18925,6195
49202,20661
07940,17278
83122,494
18252,11188
64744,7836
28146,27614
58504,24342
12433,483
35083,3268
18242,235
13491,3641
32789,24557
56557,2811
11223,78731
73550,2512
10968,2353
68812,785
27281,3100
43334,6651
44266,33581
00704,8577
71275,2453
44094,35234
31044,2911
72938,1391
59339,149
93285,2536
88268,7
49327,8406
29334,11331
44690,166
37814,33071
57021,276
95612,1239
48122,10727
31705,35565
68638,1749
54931,260
92230,2550
08807,37972
48602,30119
68523,1390
23109,1821
62905,677
49026,2186
51011,79
89410,10557
18621,6248
68627,622
46962,9728
75904,34004
28037,18287
67208,18161
63849,186
22980,31451
76502,31545
29481,1841
56258,15617
90041,27425
78230,39089
04454,69
17237,1917
33981,9534
56590,373
38771,3260
11426,17590
49048,25432
36113,1902
16226,8279
12131,115
02465,11710
48729,1586
24854,550
64060,13042
65250,617
28021,13612
43158,268
28312,18538
95358,31668
78259,22660
83833,1164
47513,1841
66850,228
22554,51463
30567,2981
80449,909
44681,7799
25061,756
70657,4315
46148,5097
18936,4
62045,647
65656,4929
22735,2277
25703,6751
60502,21873
65261,1094
95677,23333
45616,1559
33324,42847
51364,690
45356,25172
25646,940
99005,8574
70750,1951
64063,20374
87531,368
94963,569
72367,108
03820,30039
04355,2600
66834,848
64730,7109
20019,54358
95621,39819
91759,476
05143,4343
27258,6006
65334,935
03750,870
66717,497
78870,984
73552,1612
28270,31525
67137,634
89143,12786
93266,1587
61046,2831
75974,3126
84324,701
04733,221
67214,16542
12461,1634
29624,14610
21219,9379
64083,20995
23518,28095
37095,1854
83628,4329
57577,1211
39192,1733
14839,793
24082,419
35004,10427
24067,2230
84525,1183
41231,1002
66521,1532
82944,216
15760,152
08648,32263
54536,184
92545,39457
37405,14597
38237,16627
42376,5799
73169,1782
89085,3367
69132,117
52624,290
15853,6578
13308,3625
28479,4903
95210,39009
53078,1912
74957,1170
72350,1226
67553,114
60449,9217
13084,4409
71078,5546
21649,1858
19021,10074
27871,4619
68410,8716
24815,559
79229,424
18030,623
90048,21397
94505,13403
95436,5418
12022,929
74880,2239
61563,526
73036,18595
92260,31753
75237,17101
40328,1065
43348,1984
31072,1326
98682,52893
98408,18830
40870,279
17846,3738
15625,144
94587,69516
23427,243
75833,3324
68361,2573
60914,29107
80910,28794
47881,465
18254,871
51351,4365
49256,3888
06417,4629
27370,15052
08861,53099
50520,144
46941,1125
03844,2238
90822,117
50264,466
75556,1133
72672,279
25039,1304
70092,6651
06095,29079
92503,84519
50528,383
63631,849
15448,192
42134,16785
40468,1807
71969,376
92883,29301
16821,318
28328,27042
44107,52244
23840,1858
66538,3264
23460,1201
08049,5350
08822,30354
44076,5141
10005,7135
42631,134
11369,38615
24634,574
20716,20787
37339,2018
77995,9567
87507,45890
32828,57881
58278,1988
62512,500
84065,38168
65612,1354
40060,1184
47111,14533
79533,472
63457,337
66869,748
57622,318
40280,303
62956,869
85550,4790
38841,2775
10025,94600
68786,1079
58353,140
63117,9163
89044,14260
24221,938
86406,23763
53711,45728
92507,58002
52354,379
44223,18185
98673,404
64735,13258
90703,49399
01266,1463
78215,1150
49057,6795
22625,3641
19006,21423
41059,2712
98295,2409
47712,26012
71245,4718
03748,4762
97901,692
26136,644
38061,977
38485,6502
44856,128
67561,1538
25989,280
64055,33858
48111,42313
79035,5309
72830,14896
26041,16183
67560,1740
67431,2471
36875,4622
53039,4863
88430,162
36769,3014
55808,5846
23227,24440
88009,88
12075,3418
97415,14051
08005,22448
62044,2009
43102,4512
62266,254
30258,2622
02726,15534
61873,6250
03740,911
54420,1307
58413,1150
66085,7779
49325,1909
72473,2376
83455,4970
06850,18078
48876,4014
29717,1251
28668,300
33012,72248
47348,9828
48754,1001
98416,1014
68970,1342
13693,503
64166,278
51101,809
46259,11617
40012,589
24093,192
67444,527
19609,9946
42634,1565
92363,5321
94606,36672
89314,158
76501,16897
07020,11513
53132,34863
14215,39999
49677,6631
51039,2475
84116,33297
05472,1643
39665,1196
33503,108
58490,240
50842,105
65789,2014
82648,56
51341,49
58789,321
56212,531
01245,985
33521,599
01720,21361
18640,17155
86506,1321
33567,11505
17262,1462
24740,30435
61462,11643
24161,471
11596,10480
40350,228
25309,13356
67656,156
29102,18248
58501,28055
61864,1715
07026,30555
63350,562
42167,8145
36869,18751
74836,171
45619,8200
68044,724
39773,16670
43506,14830
31084,129
07935,313
66014,349
37061,5153
26346,972
99841,133
24504,9777
26431,5950
07004,7440
93723,9547
30742,7460
11803,28127
13863,688
15321,1676
40840,312
33983,13954
26575,827
74833,703
18360,28362
65072,1847
56453,871
98651,939
76565,74
54937,19112
12580,4402
02720,30287
07060,44998
54731,802
04220,3077
42788,310
40843,259
11952,4637
85260,36056
13134,119
76466,332
38769,2216
19405,5127
74056,5720
48067,24458
61354,10870
28170,12355
74427,1383
43019,8700
73149,4643
70782,299
01503,2866
37030,6982
77320,33678
59874,1568
81323,4409
18624,718
92385,313
05454,4447
64752,735
89834,126
14075,41937
47558,4406
50220,9020
33063,51019
08514,4477
66767,511
66406,421
19453,1483
29685,1230
61088,6020
96769,464
64443,1096
04787,544
13810,1149
50583,2855
53941,2932
50638,3313
56295,310
81653,31
48363,4978
93262,63
12077,6246
64653,687
14823,3754
32401,22647
59848,106
15779,414
05039,1110
48218,7903
77993,148
26707,344
56265,7757
00767,38019
22623,670
31642,4898
79110,18811
75672,17097
48657,7981
16917,1437
99746,277
80023,15415
40509,32364
46740,4060
39359,273
54173,4095
29821,1487
42442,3504
48356,8407
10168,0
56046,94
12766,437
32355,312
40510,1928
22460,1876
24224,6734
24934,503
67545,215
30822,526
15419,4492
84003,42384
30646,6946
48873,1615
68371,1467
62056,8930
83427,1372
90004,62180
12583,2451
49092,2187
02360,56271
46150,764
99778,254
33890,5060
35975,1058
83271,531
32073,38920
55945,1458
63957,5440
68716,1011
48655,6460
39040,3295
20319,84
73437,107
89801,23298
98321,15152
12206,16395
50830,1743
22546,15850
28405,29152
37321,19113
73531,401
84414,26507
68137,24921
50581,996
00638,18941
57750,295
74145,17402
78616,7092
76654,151
39846,2440
95431,631
68448,399
12762,512
55746,17228
14717,636
21704,13321
44276,1906
04046,7496
37043,39945
50655,873
97473,328
61049,585
82727,1838
35082,7
68821,134
50210,1691
05664,80
34956,9874
47585,592
94547,24092
27350,6530
15536,459
13114,6356
19014,21206
72044,881
42461,1481
93657,34999
17049,3360
97413,915
02115,28441
71051,2409
76363,256
55936,1861
47038,1504
14040,2217
62951,5352
56580,1171
10461,50502
66033,767
91364,25851
49774,1851
21830,4026
50255,65
42326,460
04553,1752
23510,7031
72512,2234
77807,9699
15376,1740
38923,1293
24554,3995
43782,849
52530,1005
24986,5216
49721,14436
67669,1725
54967,434
71225,7068
70462,5699
76570,2572
99676,1546
76248,34647
50554,1625
80831,21993
03087,13592
13035,8617
65247,616
16853,300
83660,5890
33069,25700
48438,6951
25639,608
75476,1304
82723,278
83632,214
63039,726
92675,34731
78557,12547
47964,122
62987,1174
82609,15730
28647,89
78886,647
12955,381
55944,7151
67004,827
85255,37270
46936,5922
56629,197
15921,176
54921,1326
40037,2864
49667,549
08036,5917
84534,2654
03444,1590
47283,3386
60030,36056
04015,3808
79355,1942
80652,574
14748,746
02739,6045
90011,103892
48640,32690
71039,1934
85032,65485
27983,10416
29452,394
28217,24204
59436,1827
30284,55
17724,5424
61235,1391
32312,31869
00966,16676
47952,2798
67564,308
00683,33772
75960,913
95310,1882
02724,16908
31698,2223
95663,2377
58031,414
07028,7618
38963,4015
17371,257
67215,5708
40067,5114
07003,47312
84073,191
74864,5274
30223,36769
27919,1130
50468,1615
59636,12
56284,2111
00688,13543
03590,1052
70375,125
12970,963
72459,1329
14549,91
59756,463
10459,47308
27929,1166
37355,25596
77611,8219
72519,3150
48040,9956
13678,211
13787,3629
30507,28399
50001,680
23504,23483
87528,3417
04345,11646
93451,3779
23664,10194
52057,8222
44621,4624
04072,18482
08691,15104
62420,4759
06905,19649
33990,28173
72956,34074
58484,65
47872,8890
87117,310
33426,20082
02817,6135
54880,30772
04237,238
75770,2776
28719,8048
71115,14506
82421,448
02190,16119
21005,2112
45888,220
50251,1270
58281,124
97862,11666
88063,12799
38380,574
48049,5582
55122,30346
72170,202
98824,181
32526,36297
01040,39880
92704,88123
80232,21411
48312,32720
78595,6082
26440,1135
35640,24267
84521,840
30179,16807
89117,55416
02648,7301
92314,10162
41754,460
01507,12981
32303,47359
25420,4024
38007,91
61065,11156
94595,16425
49727,7145
17527,6080
71438,1626
85534,2588
62538,378
72119,5
49120,37122
54228,2682
95117,30067
11106,38875
30733,2080
38619,5004
28454,2545
05832,982
60960,1064
49434,20
20105,11315
27502,30831
30118,2373
16360,1383
43519,184
30286,23490
44255,7987
29456,27864
43319,1040
25978,606
58521,658
62664,3042
88330,3054
18929,9306
65769,3091
32195,3328
63447,1133
98947,2902
66438,149
37203,11883
25515,2335
68866,850
12585,885
54169,2600
56051,703
42332,271
60921,1519
19373,4273
45868,567
25028,381
47859,1066
69034,908
63333,783
64090,116
30157,45123
25565,651
21090,9784
16140,123
15222,3294
56434,235
45669,10399
53792,0
27295,37211
32097,15616
77384,11857
77803,30252
44048,2565
50652,128
77029,17814
92595,29851
46323,22743
74401,17476
60561,23115
14120,45100
17104,20962
17812,1480
01537,2248
63851,4225
95650,12447
15224,10141
07746,18666
21043,42246
64770,1056
01053,1685
24527,3027
72904,21893
72642,1979
20686,1332
73601,10299
92222,45
64723,665
25002,112
46721,5058
55612,518
38655,36699
12853,1770
23056,458
77419,1512
46105,1928
16248,3130
64649,864
81124,303
59016,1089
99123,1058
35983,3738
76511,3317
49812,925
36832,22071
79905,26036
73011,416
78146,771
13063,1898
27231,2148
19344,11919
16930,1300
06443,18269
10301,39706
18411,21985
40807,337
95014,60717
97494,49
15469,2331
71048,104
28553,454
77004,32692
78253,29007
58722,1516
03856,1680
47434,76
80444,1080
54304,28153
96107,1269
87522,3384
77461,10679
33872,14158
92832,24752
10606,16499
56330,1691
50578,646
87829,922
37172,28714
94954,37365
68331,961
61570,1879
17742,39
60041,9250
19095,7063
43605,28346
36859,34
14098,2958
34243,26115
71456,1223
62094,1152
68345,269
33578,36693
55420,21767
65080,1015
52351,1455
80459,2450
77034,33678
83113,3278
94116,43698
59871,218
40964,151
75563,4282
26444,3639
74644,478
17756,12408
16210,1014
04843,4851
76234,15587
24479,1537
13661,1646
39815,1686
03446,6285
34711,51847
16866,9881
47523,3435
35739,5146
54986,4770
25865,1475
01832,22060
54615,10742
78618,324
29329,278
38128,44863
16920,2006
62850,381
41833,321
88242,6141
67447,320
02339,13879
05362,127
01731,1396
80432,439
49310,3016
69146,334
54948,320
01741,4852
75495,7095
57344,155
33618,25570
61550,17721
14131,5283
45223,12360
28308,405
71219,1288
67882,346
02576,3754
60504,37919
59851,173
87321,2226
55720,16999
12132,338
36612,4541
35543,1137
57227,434
92310,8845
15644,18836
80822,260
30747,16859
90021,3951
97055,17350
52584,438
86435,487
49686,32056
14877,401
31064,9450
18847,6024
98375,26863
91207,10506
48210,31017
73141,2727
25628,539
76031,17759
14893,6
36203,18799
91202,22830
53090,21873
55114,3100
14206,20751
93013,16091
76472,1499
92506,44001
98059,34463
38778,1686
46501,3856
68649,1835
12492,271
67117,1769
83686,46224
77573,71580
49627,206
98526,398
38333,523
08215,13442
70465,776
65264,720
18014,11387
46795,5608
93255,614
27051,7369
53545,23117
43438,312
49915,630
12137,1679
41189,2264
98841,9197
54758,4626
95471,522
40941,251
91752,30047
68144,24233
95461,3413
71676,684
72023,35026
38622,705
28403,36063
28439,1595
26059,3082
33982,9176
92014,13154
78005,817
18223,115
68322,440
83555,564
59484,111
47568,834
18850,2357
36521,5431
44814,2929
98550,11382
20701,2
35124,23020
08225,8659
99102,500
98674,12029
68825,1024
73151,1446
15065,11588
44067,20441
58487,444
50480,880
33973,10798
38050,459
26374,1375
31560,2842
55973,285
01901,1689
58736,452
40311,7153
60407,1684
28054,36270
93665,472
14885,873
66224,11917
60432,21403
96046,304
98292,20987
50051,283
58458,1397
77988,326
23703,25739
26105,12333
71073,2319
95361,31610
96048,736
06481,1277
11579,5055
30152,40393
74470,1693
81624,1537
24120,1860
97116,24104
50702,19970
06902,63406
01450,10646
50146,438
93960,27080
10473,58519
92309,763
59729,2141
24138,1613
68732,260
35906,9897
87056,954
01066,64
63829,1120
59727,221
48206,21954
35052,277
59728,343
95608,59418
55436,13138
98402,6356
18822,3642
22840,4354
77835,2351
02420,14052
21130,187
02669,285
44070,32902
05359,594
61772,351
32256,38483
76227,22141
78642,9467
16650,2036
21015,27763
61942,1202
77006,19664
34141,232
36330,35530
45601,57842
46933,6414
06795,14144
85724,0
89178,27588
77489,35554
04570,2
30034,43113
49230,10475
28206,11898
03455,2086
87512,199
96776,1490
76630,1840
13696,87
13126,37205
17213,639
97123,44537
56533,291
41263,525
57538,322
48842,20432
12763,942
05352,824
35087,2115
65440,527
96056,1642
13776,513
46788,3260
08028,20078
76633,4973
86440,6906
75573,181
46393,399
43985,128
96771,8339
47535,566
16682,117
55757,866
72520,309
72326,2267
23696,3669
72533,416
73119,31347
40143,5939
78837,281
20117,2693
10469,66631
05079,730
63628,16014
98555,599
95232,304
80840,6682
58445,160
92410,49410
15737,83
64062,6121
62554,1563
15951,453
16669,2351
07481,16716
49820,382
16624,204
57034,712
79239,211
45865,4745
66432,396
52535,888
06259,4498
50677,12131
28429,8026
96028,1464
56034,496
36436,531
67572,456
14042,3969
89128,35669
38117,26125
44669,1382
01237,2496
33062,23948
59274,206
67660,81
05363,2021
58056,191
45249,12902
18248,631
42133,1370
04109,93
51014,528
50536,4541
66777,639
68415,649
85131,18017
79755,230
08109,22407
35615,68
56025,507
64778,702
59225,560
98832,320
31629,902
01833,8183
19133,26063
65647,2347
48847,6041
44451,3032
38948,2288
23129,374
63742,64
51044,253
37914,19663
54408,1068
76904,32718
36913,53
23438,1818
55702,500
47003,1040
86331,477
78383,3539
40830,301
49283,4362
46115,1933
14454,11073
54985,836
97833,895
72658,1685
73005,9541
87530,974
76364,193
34239,15038
80622,268
83627,620
80234,25937
21756,3612
54013,3475
41615,675
47129,19527
36512,46
17944,205
39401,43366
99346,352
33708,15447
30016,51140
61750,133
33813,31698
28524,426
68507,13429
92551,30815
02838,3400
28347,1983
58316,6486
15348,283
71447,1469
12543,3001
21645,1039
14860,1039
32909,30120
68701,30670
62874,372
61813,1971
08054,41864
74650,693
83523,759
73045,10378
08006,518
01606,19077
45359,1970
53961,837
47841,2138
43451,1119
07945,9539
74839,770
39479,5796
50052,138
81089,4602
55372,29811
82643,469
69101,29904
46730,1381
65710,1275
38865,4698
31065,1118
57540,106
19475,11283
16156,3319
30134,43356
31407,7244
16051,3043
87072,660
40219,38032
19533,7686
98075,20715
56304,16020
51558,560
26215,167
74727,2038
70523,906
30171,3491
60526,13576
18016,0
13847,67
01035,5250
90744,53815
47123,189
26254,303
74074,29184
48009,20107
13204,19931
61411,378
61471,140
08352,448
26807,2947
43961,294
18202,12083
01337,2596
15081,475
36091,3648
89042,1010
43720,1300
42060,130
95041,160
78338,37
59085,88
32084,29729
85303,30310
61465,1213
75167,8436
47515,965
99573,1115
06512,29861
04940,118
98314,3329
24844,1810
49717,72
20674,830
93561,34630
77449,94382
76360,3502
13697,2281
45801,25303
02906,28387
67101,3604
63351,1768
96027,2227
04217,3312
54135,3096
54556,1298
56314,1258
44010,1667
46947,28866
81432,2682
77065,35326
24848,262
99683,524
62644,5385
05494,1767
13752,782
77614,603
95252,13460
45895,17945
91913,40971
74854,1897
67764,345
14714,487
33844,33804
54763,1134
07827,4244
96132,119
64109,9931
46064,17148
36530,6873
54156,1535
10505,851
49423,44977
93422,31375
71465,3139
87742,609
49333,11191
75127,1593
56101,5867
62023,91
45106,12349
12029,1113
63454,946
90034,57964
01001,16769
68046,25191
76483,1063
27009,2647
45424,49930
77369,1018
49864,54
93444,19244
38754,1532
59875,3537
23126,534
20712,9031
36606,18733
40145,908
31090,1038
33030,34110
98533,609
78735,16131
17055,34237
25136,1798
79781,303
14303,5981
88011,27698
70767,14914
94086,45697
75057,12900
08825,4707
46507,9128
47578,776
07641,3382
93286,9548
40316,309
93636,11908
95938,3787
98027,26141
89823,273
14173,396
40048,113
27263,21414
23606,29283
81331,476
35206,17177
28659,21134
62972,1205
26591,1511
33903,20776
63745,66
10524,4421
79255,571
56572,5454
60102,32193
21733,1163
76210,39556
54406,3469
48455,7974
39045,1353
16668,3569
61764,14460
50006,1676
41045,1273
41031,15886
50577,410
37813,17444
64861,1179
49267,4072
29547,2917
05602,11916
04049,3659
59446,564
92313,12025
72422,4979
79416,32296
04652,1690
59276,40
31722,494
66738,376
98271,27184
46573,3565
06705,27122
12838,608
38953,798
76873,55
03601,477
32534,14029
59732,128
72346,697
60155,7927
49622,2494
46409,8932
50669,2436
84751,1680
11360,18884
07737,4264
83436,491
23841,3479
50444,353
23440,727
90094,5464
87002,22517
61930,515
29651,42844
62560,1508
77466,690
30217,9433
56207,251
29726,1750
95429,70
80209,21526
15455,298
67744,185
61321,282
05062,702
17949,263
32621,5584
82941,5028
61846,5101
64456,1459
43812,19061
26142,2574
72955,438
27591,19589
52074,310
99765,264
98221,20429
62610,199
57536,469
68061,2504
50003,6594
61329,1303
06798,9984
17080,298
28693,1700
15063,11677
87045,1751
01360,3032
22580,5160
04783,426
87011,84
60557,155
85014,24782
41234,601
66604,23344
31634,5844
33541,19759
98601,2982
60428,12203
62964,1456
48631,4643
95949,19741
54915,41855
37374,2047
19096,13572
23130,268
19144,43329
15945,198
13476,3032
47874,3414
43044,5528
77657,20003
02652,1175
07648,5730
23410,2015
24377,348
72055,849
17884,305
87533,185
59258,110
03458,6643
88345,8845
76118,13866
29059,6068
62341,3610
43205,12272
94516,211
66835,1360
62546,1630
33543,21898
93552,38158
58768,282
52348,51
77546,47636
92612,27522
27244,14173
39577,10374
80401,39378
04444,8824
66075,2103
38544,6543
17044,21209
55991,1490
50047,5559
67005,16535
72116,21431
11436,17949
28425,10906
70508,34810
74075,23866
32136,7080
69131,561
96057,1355
24556,3053
42541,531
49826,137
95665,4426
70354,4931
65755,519
71355,2764
71677,185
99161,1400
73733,221
10162,1685
16639,1494
60660,42752
66078,961
68128,17784
58492,481
58205,260
42170,1403
71759,600
80204,31493
53920,414
48336,25486
89831,78
94121,41203
05059,874
59735,331
23138,953
11752,9531
62666,616
32080,20165
79082,315
72744,5343
32948,6773
40204,14236
69358,1907
38232,1998
33019,15107
43531,216
57332,730
60047,41669
53529,2031
62417,3064
49410,2005
22548,73
50629,2418
97213,29219
31328,3306
12959,1369
28135,6123
41232,782
39776,1674
40815,1534
12851,366
23459,1091
98284,24331
60064,15407
29338,85
73111,11781
06070,15104
31626,3463
75166,3070
29455,20478
10577,6552
46992,16759
25823,2176
96097,10031
01543,7973
98939,167
72104,23354
44691,43753
74546,824
20139,217
63401,22067
27542,9133
82223,996
57381,490
61285,1631
70353,1402
48848,7789
15564,50
73170,35343
63026,44124
22807,3311
60124,18935
40863,502
01801,38903
55012,2078
90401,6722
17864,2445
38848,848
03593,313
77561,53
49840,771
71855,708
23188,38733
07045,10127
45148,1588
76652,1087
30565,4758
49728,334
