zipcode,population
45673,385
49816,724
12189,17568
68436,581
73527,5184
84719,90
74114,15778
12942,646
04605,12974
28508,2737
68840,2945
43614,29290
91330,2702
02127,31799
55708,959
13118,6382
78726,13122
02650,848
13152,7941
85033,53037
95454,2556
29704,3721
17322,6012
41046,1414
83612,1925
05441,958
32174,47552
18831,1039
60409,37186
72858,3178
26560,227
47615,1611
56536,482
56586,1839
48307,41369
15061,12799
64499,119
67420,4721
40104,1336
27982,82
79359,2899
27534,31364
48661,10691
64429,13158
22305,15440
39525,8383
90045,39480
73937,173
14130,265
14519,11581
36688,659
64639,240
23702,11424
55949,1808
28338,4607
55342,2015
45121,9036
38106,27222
63623,882
43315,7046
54490,893
71940,1652
37357,5512
63443,440
84064,692
57076,521
97408,11711
95121,37469
63559,1420
19464,45788
14742,314
07961,4
06418,12914
16836,1152
10153,0
17016,799
74054,844
64769,611
11944,4299
55305,19368
71973,1424
31565,1841
17345,7679
83276,4097
97539,3329
63080,13987
49649,7789
68326,241
01607,8351
76061,152
39481,1867
60408,5696
72339,204
38455,227
37731,711
70655,3002
32817,35105
04655,1119
52317,14775
15473,3862
56529,4026
61103,24578
38829,18707
68862,3007
16061,2761
29340,20763
45844,3256
70549,3948
55344,13952
77650,1896
61027,52
84017,3556
65745,2693
79602,21519
23884,93
57794,644
89032,40297
78358,709
01243,334
55609,303
50150,984
72421,554
31639,10537
59926,513
76034,22748
30234,1934
13318,1325
85121,2178
74332,1972
30017,20160
15072,101
86036,388
32092,28242
81050,9894
00738,34922
58351,478
45388,812
86336,11320
55032,3616
47142,1174
78584,18128
49078,8902
62473,1422
78024,1436
53035,2406
29032,4424
37352,3268
57656,723
73071,36711
42633,20065
97110,1284
96112,214
21162,3655
96763,3135
21717,54
94122,56023
70374,7125
50654,499
17042,37133
64633,5216
87123,41468
32533,26493
85119,21219
05663,6773
62449,3175
24162,2421
79024,405
36870,18783
26134,888
62539,1358
59542,192
78576,8775
67038,602
28375,102
17366,5499
17229,1276
41352,677
20622,4900
72137,2555
47165,6438
12748,2076
38476,1228
38738,3998
37219,1162
94973,1429
59480,383
42411,1656
32244,57369
40046,1741
57567,1406
77708,11518
27808,2225
56138,899
42753,743
66226,12877
30803,741
38345,2089
29082,572
03217,2076
59034,5189
37160,32744
97219,38709
42456,1690
21163,7026
49346,5446
71286,615
62675,6154
87740,8068
25505,477
27947,1230
57039,3265
99549,102
61730,379
04575,85
29471,1537
04265,918
73441,165
55319,5038
54837,3778
19554,374
66953,703
76650,104
56331,2019
73724,1190
38737,2932
25630,683
76225,3156
47943,932
32927,28092
48872,7840
15401,32288
95658,6285
01516,8500
20794,14098
33920,4947
68729,1745
37760,12931
31605,20188
26036,425
85286,38930
17212,702
20658,854
49066,722
37415,23873
33980,10322
64024,16230
59529,163
37885,5067
32658,308
62052,13002
97384,23
99736,122
55703,701
97102,205
01238,6047
08740,2010
32145,5456
79846,104
63435,4219
71024,1420
35078,2082
75977,750
54748,1217
98844,4740
53040,8064
04563,1534
12548,1494
67601,23797
36862,6623
29074,241
72718,1465
07606,2310
78055,1774
18430,33
10988,896
78757,21310
08246,92
66223,21759
57339,1525
89523,31373
47994,476
41630,1230
22503,4334
76208,19782
15126,7014
82070,19766
28078,52133
79064,2739
14223,22665
80294,0
78217,32165
41544,931
29745,28919
32803,19020
44646,47525
40868,1100
95726,8842
94530,23877
43360,1593
93660,4675
13033,3556
97403,11622
47905,38910
53226,18370
95646,158
92344,20769
17814,4860
41264,389
19102,4705
12523,1798
41224,6414
47452,5359
48460,2330
29536,17722
57456,862
95365,4985
76940,176
50448,695
62901,27182
12746,937
44406,22054
39564,36952
01907,14027
08638,22832
62313,389
43725,20357
57070,1387
84028,824
62995,5284
39862,1326
06605,23397
43221,31265
30337,11505
93241,17489
92007,10429
66951,764
79703,20592
30425,1198
07463,9615
44124,38282
63141,20593
62022,1138
42459,4423
51035,1685
68421,1107
12903,1217
43443,1834
50616,10344
35550,5605
88410,129
72540,149
75051,39285
88026,1658
57255,538
75954,3280
36362,4637
69001,9449
67428,1465
46704,60
14011,9822
79323,6559
13343,1658
32190,1170
35118,3138
79606,22885
83314,898
82701,5455
68723,566
48465,629
26224,221
16441,10136
53714,16463
08021,44833
50014,28094
19002,32412
07850,6436
29944,5118
98294,6595
27229,3929
01462,10086
15610,3738
60184,2448
12122,4582
24482,4872
88032,195
85023,31274
99150,380
79607,2865
41764,741
49626,421
27582,289
79043,1487
17778,102
38343,15619
65075,784
56517,279
75486,2346
11787,35772
03575,124
19730,451
10803,12435
08527,54392
04260,5542
95567,1930
46040,9944
31512,2248
83650,552
85120,28168
21814,380
95926,37725
97477,36874
47231,1167
21084,7652
93522,48
30750,4125
53406,25845
21538,716
59731,209
29583,5438
28562,36176
26291,165
05468,12942
92234,51151
55056,13546
29943,477
21202,22832
70554,5582
64722,525
36921,1035
13203,16029
95601,198
11955,3285
91784,25938
82082,1606
27344,18022
13305,293
71268,2819
42047,192
16507,11088
55049,2476
92570,53697
69366,253
27870,27236
99508,35857
63110,17107
81656,242
89113,23800
72005,248
98248,22361
70592,18878
95928,36511
16674,736
33573,19172
57040,389
80634,52861
03867,20758
44622,18588
35074,93
65457,338
64776,3942
44215,2162
12043,8509
18216,1067
73064,20611
29525,2029
86322,11480
49934,900
68733,1286
92701,53908
70580,179
36024,5428
45660,8297
76831,63
70094,31669
53128,8947
33018,46117
15220,17718
99333,50
84516,227
46996,7139
98290,32714
14905,9070
62688,761
27208,1676
84776,538
27014,840
30002,5861
17774,1277
07432,7128
53105,29225
13844,724
05487,1498
35128,10197
76951,1143
80746,29
66442,14283
61071,14381
19508,15725
56568,142
72376,1977
45168,1607
54205,2177
34684,25847
44861,64
46556,7314
72712,40933
72740,9543
56601,32225
72227,11462
01366,1277
51447,228
81071,334
95493,198
15484,328
84766,147
70116,11507
39702,22883
44887,1020
06103,1410
15778,140
33438,459
58741,554
57722,283
94928,43170
53548,18558
28167,2362
97147,408
47975,653
62418,2133
24375,1611
13147,1281
95831,41321
33760,15133
19358,526
94019,18424
56293,1223
72714,11880
62424,2092
27886,21591
62255,1001
58711,211
12487,3268
04642,123
95993,36067
26731,382
57772,2048
95327,9806
78543,8447
00920,17893
12485,865
93218,994
68855,417
80644,2989
47654,70
38674,898
17098,2528
96782,40496
79033,109
76641,1674
30096,62265
01522,3310
56741,23
84051,402
56581,287
99503,14563
46540,11702
45310,244
07921,7621
68758,1164
68064,3376
44201,6917
32343,3044
30185,3892
40489,4109
12723,1826
73505,49809
53947,137
36473,106
97420,27473
75007,51624
01036,5109
40982,388
19075,7354
08801,8551
60021,5545
20733,2672
67880,7878
21540,65
95064,7331
89706,19510
54489,1550
30421,3381
05142,680
47340,2914
58480,340
72069,1369
33711,19162
37404,13327
50521,104
38632,24377
48322,31265
49261,290
62565,7538
27052,10624
59223,364
64720,3843
67552,720
37722,6060
78609,2012
99566,192
26276,356
38558,6970
45894,605
43761,111
80467,2224
31545,16133
79257,1067
45312,1435
68620,2967
44404,1624
74851,9805
95377,30902
68379,59
59761,265
15924,1034
37312,30962
03861,4330
37406,14627
93603,222
03584,3774
57041,97
46366,5791
95490,13264
48888,6366
73050,1370
02885,10627
50131,17499
20181,7877
73074,1190
72921,13787
18046,64
60607,23897
08260,13661
43462,1163
81639,2463
36767,2012
97383,9587
71720,2498
46158,23053
34983,38480
12733,1446
74130,2065
90815,39733
23881,2176
22643,197
53550,1239
55979,1143
47529,1042
04490,273
62277,1314
67055,71
72419,1748
97867,763
17324,4219
03850,372
64477,3404
08826,5838
58523,3619
85331,26960
48653,10293
11417,28967
95245,2277
57311,1616
61735,420
48607,1774
12545,4763
62262,1810
39208,31371
97907,560
32466,5641
30525,7364
66852,631
54462,348
68624,1062
67446,617
15920,922
74843,340
42154,691
45817,6736
20191,29128
33308,28217
80861,255
76649,790
21658,3862
01905,25251
74534,250
51550,181
25985,430
39367,15096
13607,1822
21727,5850
68031,1745
48371,23155
27926,1915
53562,23627
29576,24446
67487,1422
10591,22540
64660,513
69042,36
33026,28498
68810,1109
67051,456
16125,18186
35904,14194
11201,51128
44147,19480
97302,37131
02343,10745
15131,8240
54822,4516
91792,30854
17408,22507
98021,26722
57644,335
39323,1290
99171,959
85635,34727
43948,670
64479,906
21793,9775
45832,2905
44647,18015
92124,30443
32821,21423
79920,153
23139,24425
52077,398
08210,17167
13337,790
29817,4913
58067,243
57368,1226
46951,2170
30165,39975
41240,6916
02184,35744
58778,133
88317,1751
63048,3357
08629,12331
49116,394
83460,860
32003,27126
18433,6508
98107,21147
21851,7315
71377,112
64833,125
37841,9605
72047,969
49930,6987
99345,213
46051,2826
51007,730
17321,2238
76106,35389
45230,27536
45339,1234
39342,1287
15510,2229
37367,10247
36693,17847
63061,95
24069,1879
23602,39676
34773,2983
78703,19690
56267,6807
08097,3293
48417,2983
17239,203
57385,1221
24569,1064
58335,1694
41464,722
64068,36280
61319,1293
53806,1831
45652,3519
00656,21481
78588,238
28163,5233
80497,411
61911,4860
35582,4093
29112,4712
31624,1273
48464,2231
74134,15083
98356,2149
44254,4833
30308,15413
97752,44
65053,1425
61265,45099
05679,3296
82514,1645
62463,1294
67842,427
51036,726
72132,3242
11779,38421
56082,13597
30452,1567
93270,5837
62922,3119
33914,35848
48818,2407
93638,49068
05077,1215
70510,25313
04039,7422
32462,3412
00690,6255
63748,1015
84537,1505
49637,3405
04544,724
34445,44
12788,2908
08802,4067
49415,6480
45064,2857
31784,781
03229,5589
49450,3302
45874,2100
86515,4479
92267,126
94117,39169
85501,13345
43344,5677
10002,81410
98208,51802
97865,1160
23934,681
46975,14691
33765,13275
06906,9088
56686,984
72447,1964
07738,6095
51562,449
43333,894
93004,29149
14505,5393
73638,142
75569,2874
35619,5135
16656,1297
38929,1317
11724,3220
17067,14232
67062,4156
35477,335
12863,533
52251,590
19703,14471
82224,23
97469,2596
07430,25890
11576,12366
41824,1072
52049,1270
10605,18126
65771,1398
62070,37
42069,1100
97138,10021
03882,1465
17254,89
62012,6654
94603,31403
99739,330
63353,4593
71653,5152
08010,11539
27563,5008
54155,5451
68791,1800
48054,7339
94709,11806
53209,46917
46348,1045
88354,108
35469,221
55316,23089
01032,570
92591,38272
10510,9988
77597,777
73117,5191
29907,12570
04685,332
24101,6132
30296,25840
77469,35321
95364,53
65439,259
45331,22930
37118,1264
74460,283
58461,413
97131,2498
90007,40920
37888,2741
41605,637
14031,9392
03246,15963
35765,4013
71441,618
11235,79132
69360,1361
06708,29418
94704,25592
80439,23778
67068,4354
26719,2785
61349,977
16343,449
54703,42272
55349,3887
95962,1567
28391,5302
05061,1679
76887,126
75150,58730
97388,888
64461,897
65629,574
54859,1896
38107,17698
10504,7987
21240,0
38575,1172
49306,9244
02472,32014
58068,321
02893,29630
29449,7749
31549,2239
28575,316
24131,140
92626,49341
33321,44327
56060,452
99163,31404
12517,509
19128,35239
21132,2634
15046,2640
91768,34537
19945,6862
05042,605
62940,445
24112,32646
54724,7174
79842,498
99336,48753
08340,979
60022,8153
65762,441
66854,816
02675,6577
24635,1650
78258,40586
02839,1902
63552,7926
37902,1586
55121,7861
12912,1998
12997,1239
62021,936
77071,25671
86047,14970
52730,4950
51601,6025
78963,909
12138,3168
43526,6072
54741,1577
24715,594
39174,715
53506,1125
73044,20226
71034,313
85726,0
13750,1092
53810,429
04987,1030
05765,1803
49043,2462
31060,1915
02129,16439
51343,238
79010,802
15444,517
63357,5534
64686,271
16350,2737
25836,488
46794,1587
22946,244
72404,23482
18219,1436
40339,46
22572,7470
30115,35672
41062,35
27849,1544
48766,1270
58348,727
87939,125
32162,45180
04261,444
03253,6219
71343,7678
02718,6655
31804,5934
05474,803
73020,20810
95691,34737
10026,34003
38371,1235
10036,24711
02474,26312
44615,11125
50124,3750
76556,1461
15623,762
47620,13427
64056,16576
62265,4353
16401,6581
12592,1486
43942,2500
14903,7567
54745,2261
11553,26034
39352,812
91801,52735
47141,1668
22560,6704
24432,336
78644,17081
29474,2176
39562,17912
86017,667
23879,679
10303,26337
47119,10911
31537,10097
21738,3268
89445,16114
37178,2112
70560,42022
95556,605
97638,507
57475,160
14738,3651
75206,36248
77082,49900
39747,1999
75251,2331
63962,41
24411,112
66501,260
32643,10936
24878,337
00660,17250
17265,496
60074,38985
62076,135
62703,30333
05653,547
25826,296
23021,345
65201,39417
30277,20270
94558,66830
78210,36865
44138,22332
65279,1766
76520,8413
91910,75802
27893,39723
28778,10381
68017,1692
64080,12866
14437,11415
65586,33
03604,69
48186,36506
06231,4083
33039,122
73093,2612
95531,24528
43440,4875
53522,1085
65717,2568
30555,2061
67425,689
71671,8665
56721,10096
37641,8567
04022,1148
44493,25
05846,1252
29040,8767
00915,32820
64037,6150
25267,758
33483,12093
30630,2438
38358,12121
67031,2308
22931,382
74477,5
20905,18044
11568,4555
72435,505
27519,39178
68941,832
72111,1362
17120,0
44278,17868
56470,10334
60004,50582
73530,442
08757,33217
66534,3725
49799,2327
43950,16762
66048,35475
74438,163
42372,1854
91101,20460
06796,1009
35579,3136
12502,1164
84020,39765
35660,9042
02141,11910
10451,45713
30667,1035
45306,2294
30021,21989
64832,731
71423,4538
87418,1059
21541,1546
30040,54653
55089,1814
11960,1084
15322,2018
28207,9280
56223,1408
92867,44515
01257,2121
86429,7162
77026,23940
27817,7358
06514,26265
11425,0
40759,2531
56270,1061
72670,99
46919,2390
35971,4914
58474,2681
62280,444
88401,6944
55331,17524
07848,5026
45897,101
27283,3141
95354,25394
76548,26344
13664,399
72076,37979
52570,954
01970,41109
14814,1931
79734,2137
78349,505
80512,2185
73053,745
28001,26760
66840,777
05851,6528
77040,45081
29435,4122
57078,19121
04859,724
61467,1048
87544,17950
16849,331
76373,162
52142,1871
70435,16603
97737,496
84652,872
53931,237
72324,1978
55085,417
79549,15652
99518,10225
15260,0
41098,2037
38864,1701
87936,515
05072,526
07524,12709
60422,9403
14784,1033
15137,10228
56318,1238
93563,388
47336,3807
54466,2815
05408,10114
19111,63090
89049,2727
11103,38780
98104,13095
51063,1100
68422,513
49084,36
74030,3864
28108,54
98611,9133
60551,5062
33413,15162
46104,970
35404,21251
75501,36298
73719,83
82844,35
51559,1788
97410,759
26804,709
01077,9502
68416,226
72768,1306
06776,26889
44314,18825
81231,715
27831,3908
08833,8796
29672,11868
47980,1096
89411,929
86441,2224
80812,275
80215,17843
57775,230
02482,10306
60051,25192
53002,2299
44840,2900
12472,1572
07514,18289
71008,739
01824,24911
98030,33769
14072,20374
41828,808
68974,184
25911,55
72206,25624
62347,2282
68724,140
46614,29573
45054,2471
05060,4415
15068,38785
05448,1134
45067,13898
74837,310
13636,282
68447,464
59327,2945
11753,12014
56062,3208
73134,4312
50234,613
37777,11274
33823,28874
22185,0
68178,1573
04764,66
01376,5247
79765,6927
16311,564
54241,14884
23844,788
07920,26747
97632,1466
68973,463
68869,2202
99758,210
60097,11250
76857,1791
49854,6469
49028,6387
05867,899
23089,4914
79758,2197
35405,37661
60171,10246
37725,16919
07870,26
24941,1059
12307,7692
87749,75
42040,1082
27928,1986
58272,312
21122,60576
84026,1668
33615,43453
45218,3846
68814,911
13754,3310
26436,204
84310,4111
15671,865
57004,3356
80293,0
57013,4440
27545,23006
78501,61219
62914,3147
21757,3036
94132,28129
36207,19801
19151,29883
95370,26803
75656,4804
39149,1649
02812,1497
01084,176
11215,63488
93710,30202
20687,313
70057,4719
49817,615
91917,992
61001,1179
98074,25748
62931,1571
71480,1324
80238,10058
49064,3717
84032,17249
37185,8638
73032,222
90302,29415
06335,6729
87016,3730
57799,660
85545,583
70360,26429
19310,3066
13760,44264
46319,18404
66066,2636
41512,976
23887,574
46532,1905
46798,1661
24072,1298
76888,110
54441,828
68976,316
68340,992
07093,60884
41832,424
37080,7384
90717,21318
55764,569
50624,1743
28444,2085
13633,345
60632,91326
74442,920
22534,2796
35224,6094
40214,45291
20879,24360
32622,1294
63345,393
68947,549
89503,27891
18465,1340
75428,10089
28025,49160
19710,41
84121,41702
66514,1657
13211,6517
32246,48789
35061,1465
60805,19852
29123,7617
72619,1936
93063,54366
66016,519
06389,41
45324,40529
66757,3560
24862,651
82059,135
71454,2527
35661,16617
12186,6277
75669,606
13623,49
65746,7895
25180,83
79938,53520
64432,141
45656,6639
77046,1196
91344,51747
33428,38548
43137,2388
39739,2957
68136,13829
28377,12666
81335,131
64765,44
92268,574
23177,616
19947,18799
52701,108
32259,36917
60644,48648
56684,282
99134,643
25649,1397
49775,95
80510,420
98353,4
14135,119
16421,2518
05775,623
31701,20552
33315,12153
45382,1269
58032,722
42236,929
07970,117
45176,9100
80466,3338
98530,565
76665,2526
33477,13074
04965,1976
24970,4575
76837,3188
36273,2914
29640,30574
99032,691
73567,860
28360,14263
65059,867
19342,18099
57537,83
24122,1683
86042,1778
28515,2915
22847,1066
73642,187
46280,6793
82327,929
72653,28560
62531,1792
95380,41201
56069,4467
64131,21465
56621,4639
12855,259
43604,10154
66020,1442
37015,17184
53817,205
21737,1458
22060,8878
78861,13701
93523,3074
99922,384
72650,4362
50664,53
39565,19453
37026,2201
46142,30413
29166,904
47393,1704
59460,233
24290,1874
91214,30356
43153,971
19153,12259
59427,4757
70601,32384
75158,4139
60468,6116
14068,7150
78596,63844
55431,18435
41731,1023
13621,650
98003,44151
75402,15920
45414,21055
44056,11157
44112,23073
16116,3074
98280,480
43033,380
27340,120
99669,14191
82060,372
38004,9866
47170,14795
33786,1669
28649,993
19125,22958
80528,17946
01937,151
84304,40
61610,5476
57314,734
13037,8897
91301,25488
28451,27112
84144,0
62655,568
92239,223
02535,1177
38330,4404
99741,470
62088,6960
32320,3858
60629,113916
12061,9050
08554,3818
95742,7749
91387,40328
19033,7777
66554,567
25611,682
39115,155
01867,23956
92254,12768
67621,393
27843,1157
38927,1186
54940,4020
83543,717
38722,531
58460,230
68865,894
62282,471
63376,70828
51458,1467
69155,1034
14898,1734
18920,361
23872,2376
98392,2994
96069,982
64077,1940
75638,6036
78006,27558
81221,310
67623,270
68945,213
60035,29763
29621,39101
28689,1712
44859,1737
83814,23371
13136,534
62075,3458
71037,19325
27505,5896
24245,1129
40107,2067
87048,8682
61736,1808
95937,1491
46382,2108
29570,3913
78574,57071
28790,3205
44827,7097
21014,36047
78934,6712
70577,4645
17836,266
01915,39502
00985,36553
53508,5262
59222,221
99206,34802
46792,3499
33848,851
20240,0
30215,33665
67757,482
56750,2539
68401,717
94089,19245
43154,3150
54130,25108
77080,45275
96708,10220
80819,921
18954,9745
66856,1613
38827,2733
98591,3952
39094,3956
58452,27
14544,2101
72117,12684
54303,27041
42265,820
37153,5520
30324,24267
30810,2138
63450,132
81008,9641
48636,864
51355,874
41714,418
24431,2656
15554,2553
75757,10022
18914,21063
61839,586
47989,1281
10027,59707
83537,1044
93035,27732
02134,21503
75937,994
44730,6050
71201,20319
57325,3054
56241,4166
55007,2498
62452,400
66018,5760
65733,720
48733,1758
43467,106
80403,18211
40152,604
54930,1786
41632,614
59842,90
39870,2238
35006,3121
71822,8925
94503,19681
64641,666
20115,5838
01220,8603
77831,3426
36029,723
57642,1917
02637,253
41102,21712
97530,6916
72358,1690
27284,51136
73851,80
98106,22873
82712,264
06820,20732
74110,14862
45205,19389
30062,62136
15122,20131
29067,10949
18041,5424
75173,4353
61328,42
75153,605
12923,632
36016,5150
40385,3131
84071,1175
19352,10622
48428,5027
36544,12476
45415,12631
29014,1891
96706,62730
63944,1844
41056,14228
18034,8256
20119,3946
49958,1270
99504,40914
98336,970
78640,42954
80221,37779
72131,4631
77663,1353
04255,802
28227,49635
97720,4530
55373,5600
84656,345
46125,51
60099,31104
15956,2739
61756,2337
28801,15019
27040,10893
50218,139
43788,865
40117,2299
45504,18465
26543,252
56560,40766
37810,1928
11550,56435
77845,48938
63654,706
47942,660
76872,717
25183,73
21229,45213
82331,2286
30135,61912
39459,3677
68662,1231
56666,1066
77388,40384
85388,23490
59250,198
53956,3397
54981,15426
40022,834
84540,46
77382,35369
58466,355
39191,8074
66097,1071
85028,19157
24095,4677
58256,872
47006,11727
22938,1444
77976,126
36776,1489
52362,1041
98038,31171
76082,17748
13687,479
82640,29
70127,20471
49037,22576
40854,1213
77037,19819
71765,2156
26137,939
54494,27126
23462,61973
33182,16929
61313,282
38639,1257
67868,198
80902,12289
85282,48671
80454,1224
12965,516
60467,26046
93001,32990
98606,9027
24130,8
49891,816
68770,1552
28436,2203
67073,309
57741,63
80470,3287
23709,78
79234,110
76458,6261
56663,220
51549,465
91711,35705
74966,3719
57448,348
72102,2873
99320,9201
23894,673
74741,972
77586,20970
79566,333
23420,2376
99663,414
80003,35384
17536,2839
54150,1037
12737,1910
93287,119
94588,30842
95126,31049
29530,2915
38370,670
58641,79
42320,8205
08226,11701
67752,1399
98357,1414
21625,2719
14051,19533
31747,281
07874,8905
50477,347
80235,7571
84738,6878
67736,228
86021,6085
72152,429
49770,16862
39180,32603
25820,437
44224,38742
94109,55984
72425,446
76077,590
71001,4531
75956,7623
48858,50025
62006,648
43609,23687
31558,20373
98857,4082
38080,2568
61802,19052
91931,592
12177,518
61358,478
01611,2242
42567,6007
14305,16898
78577,70840
26075,505
04476,1259
62665,1629
15086,300
05647,1141
66958,314
39656,803
21628,556
97532,2378
94005,4282
04411,1492
22973,6191
46808,19309
06415,16857
62092,2979
82301,9584
80922,26549
79025,69
15845,3197
49650,3144
26268,82
33774,17712
85379,39732
44454,1153
26631,352
90062,32821
13730,2805
98860,259
29899,1244
50212,3131
04756,3344
06475,10242
12208,20702
15691,70
76040,27524
26716,706
91746,30485
30038,37233
67442,266
21723,803
67438,300
50060,2507
54437,3077
58477,148
68833,299
60056,55219
18334,4156
13360,333
40865,410
63131,16769
83202,21608
67566,650
18077,2370
58564,92
78002,8255
48850,4474
60624,38105
49504,39994
56088,1946
04772,762
15461,4333
11435,53687
13783,2670
64467,186
22480,714
77038,26713
40206,18865
75249,13373
82229,74
66763,3369
17023,3535
37051,3677
76884,172
11941,1986
59062,35
01063,430
29208,695
75134,20276
41005,22569
13682,877
81122,8228
52321,404
05154,661
68847,16504
24577,5239
77089,48685
76538,761
49668,3625
01745,397
97447,794
21204,20253
78749,34449
75462,11350
49887,2474
77060,40830
82411,664
34669,12648
90017,23768
68380,81
28443,17512
46803,9758
77468,131
95497,1305
71336,1650
30449,119
28460,7652
22435,2439
32668,5082
50062,741
25666,654
84742,260
97114,4762
40014,19986
79045,19473
19103,21908
54893,3767
61047,1711
54540,947
06114,27449
77027,14331
50628,1374
70726,50583
59853,699
15929,75
93645,318
59746,92
98836,584
17740,12754
33122,1
47917,491
57346,68
58725,341
97801,21521
98229,30321
13796,1236
28016,13463
54120,245
34607,8133
50149,964
40065,28025
60034,2040
25825,2390
14769,919
37387,3323
65256,1787
95552,697
08720,843
56098,2124
15639,2301
44243,5658
63105,17667
00725,89374
04950,4855
36006,1313
34957,22257
52175,3492
38103,12180
13490,1361
61030,2205
40229,36852
75218,21665
75477,977
37716,25749
76379,591
24171,8250
21555,1936
93311,40829
80653,791
65305,2538
32439,7715
60555,13538
87049,973
46928,4951
61038,1354
61232,1284
48188,41025
90808,38232
79835,12690
35133,3907
30093,53351
84733,202
96740,33321
35759,6406
77545,19431
88417,25
98117,31365
69336,2466
52338,3283
03779,790
61944,12908
22811,500
93610,23833
55312,1595
16370,358
15940,3992
84754,3652
30746,1223
57073,711
94591,53042
39096,2338
93402,14318
68752,789
42076,1213
79063,686
67544,3216
14813,2520
13471,3540
66103,13934
68901,26354
92155,550
02071,1707
04091,911
70721,701
54442,1177
18935,116
08072,225
38138,24045
56251,987
63453,519
12072,2890
56723,970
63747,469
04047,1892
84728,158
15331,1090
99360,1350
18092,3223
01331,13263
54114,5178
24058,324
66428,415
89427,746
29902,14779
10516,5289
33180,30840
21863,5029
26568,679
06420,4182
14112,85
05345,2119
10923,8732
06112,22879
37130,52070
84636,474
04071,4801
95963,15493
22832,1091
42207,1207
34996,10649
96766,14683
98077,13585
37757,9337
94941,30496
16509,26810
28759,6922
36039,253
75936,889
74469,2531
83468,170
46379,202
03812,824
45688,475
44865,3434
32323,217
75442,8858
95325,81
56328,128
38260,3804
91024,10917
36048,1459
02916,8139
91708,3369
71426,229
42740,1973
99224,18289
54106,4997
38390,907
75076,7378
48456,858
73756,352
79241,2480
05654,970
02035,16865
50597,1293
99633,544
38316,2917
29377,761
15350,425
19904,34132
07442,11097
76085,8787
36201,20156
64664,350
79403,16869
21673,3136
20715,26382
57785,9377
14732,211
25638,1148
47974,1186
91001,36126
95132,40299
62478,398
17934,469
79778,878
99101,1453
15442,2105
41517,109
55118,27548
75253,18450
37710,1141
78384,6640
99724,84
95136,42989
52647,229
38663,11950
68841,610
41862,952
17747,3073
31637,2848
14101,1905
04414,1248
04611,508
44837,4514
07001,16305
51054,5110
66930,186
95701,983
63019,4449
96125,258
34103,12150
06704,25139
23923,2592
07070,18061
01240,4534
55798,581
44824,4060
28466,10103
36619,14269
72019,23346
78751,14385
13301,98
61427,2329
45833,10667
58002,23
57520,153
47124,4264
92678,494
56340,2288
19977,22984
61743,212
95689,1244
82714,95
77429,72264
55031,2035
28086,25895
48094,18028
93291,52849
80102,5514
18222,9020
97145,441
56229,1871
34677,20842
50056,1372
45346,2293
62540,1492
17842,8910
63339,1145
54928,450
56150,2742
92373,33423
77867,105
72001,566
71929,4487
05829,2003
21230,33568
08003,30629
20754,6951
73080,9276
75109,3658
87122,17977
94965,10847
82214,1302
04268,5023
27551,1962
60957,5615
75847,1859
77015,53621
39038,6258
68068,127
06442,2745
80301,22555
53804,1372
37752,6516
29918,5278
43842,355
11942,4603
98811,71
80727,425
01201,46504
37034,6591
62550,2869
80640,11054
32653,12844
95251,767
60439,22919
74027,1015
63334,8569
42338,88
29826,164
84086,401
03849,1585
97520,24469
65680,1201
45449,18175
42273,443
26705,1077
33852,21790
83639,3300
16835,238
71070,1833
97523,6264
08831,45620
78536,451
33843,11093
81427,1124
97013,22688
38053,27932
17026,3616
12839,13588
72331,3184
50169,3093
53826,1332
81220,141
64444,1340
48342,18407
59828,5543
88045,3662
20841,10460
06890,4306
13439,3950
41547,369
17832,628
24467,2212
56349,733
99670,79
38317,2537
24361,5431
73720,265
36474,2926
40873,2390
55721,3410
71654,4671
85387,9573
47993,3918
14486,308
12989,1010
51536,448
69221,222
95366,16575
54814,2478
17763,309
47940,1433
30019,40447
40007,166
94573,94
38310,6145
04495,407
66419,442
06840,19738
21641,117
44643,3239
17331,50292
49271,2256
45167,3764
37804,24682
37701,6817
45858,3083
23605,13854
57221,808
98502,30491
50057,238
54471,1854
47958,209
92069,46369
45431,26315
25314,14542
44471,11097
59012,249
64459,472
49849,12242
52312,115
65632,2939
24317,3858
06029,15547
86442,33382
61547,3779
34473,17029
10533,7322
61928,757
19317,9530
67060,13733
43006,822
45663,6762
92281,2432
75631,2787
90806,42399
47710,19527
20618,607
91020,8415
21052,303
98922,5468
17075,123
60194,19777
17097,925
11214,88630
72669,107
49670,1891
00909,6230
34453,10112
84106,33384
69147,737
83203,309
42516,463
77030,10258
15733,108
99025,5232
07011,39710
40849,352
08316,400
19567,5388
37849,25459
51541,363
11956,349
41262,1474
96795,10034
45430,7402
26180,2284
35546,3901
25103,366
60474,760
08810,8401
12150,914
34714,14685
01561,330
19477,146
31566,3471
31309,1210
00731,15524
72948,518
05682,1251
32114,32084
57576,204
58856,131
37687,5038
28539,15469
98263,76
52625,2802
52337,845
30401,13500
07760,9283
44123,17637
57219,567
71753,16848
62051,950
82935,13121
84061,391
36075,2226
15857,13212
59528,208
64036,389
01906,26660
94545,29707
14054,1344
72853,2217
66202,16173
30533,25296
97209,14950
94940,268
48160,13785
21251,934
04734,800
31805,3191
22310,29609
28551,14093
87508,18183
44693,86
45227,17486
85054,5384
98116,22241
